number,name,position,height,weight,class,hometown
1,Kamar Robertson,G,"6' 2""",160 lbs,FR,"Alpharetta, GA"
2,Neftali Alvarez,G,"6' 2""",165 lbs,SO,"Catano, Puerto Rico"
3,Jeffrey Gary,G,"6' 4""",180 lbs,SO,"Austin, TX"
4,Diego Rivera,G,"6' 2""",180 lbs,FR,"Miami, FL"
5,Djordje Dimitrijevic,G,"6' 2""",180 lbs,SR,"Grdelica, Serbia"
10,Daniel Love,G,"6' 3""",170 lbs,SO,"Orlando, FL"
12,Mitch Prendergast,G,"6' 0""",190 lbs,SO,"Dallas, TX"
13,Felipe Haase,F,"6' 9""",253 lbs,JR,"Osorno, Chile"
14,Victor Bafutto,C,"6' 10""",230 lbs,SO,"Brasilia, Brazil"
20,Ross Cummings,G,"6' 3""",180 lbs,SR,"Dickson, TN"
22,Ethan Stair,G,"6' 4""",205 lbs,SR,"Hazel Green, AL"
23,James Glisson III,F,"6' 6""",210 lbs,FR,"Decatur, GA"
25,Maciej Bender,F,"6' 11""",255 lbs,JR,"Warsaw, Poland"
30,Luke Hamilton,F,"6' 8""",200 lbs,SO,"Austin, TX"
35,Patrick Urey,F,"6' 6""",210 lbs,FR,"Chattanooga, TN"
