number,name,position,height,weight,class,hometown
0,Sal Nuhu,C,"6' 8""",215 lbs,SR,"Bronx, NY"
1,Kimani Binder,G,"6' 3""",185 lbs,JR,"Orlando, FL"
2,Markus Golder,F,"6' 6""",195 lbs,SR,"Clackamas, OR"
3,Rashaad Goolsby,F,"6' 7""",200 lbs,SR,"Phoenix, AZ"
5,Kyle Greeley,G,"6' 5""",185 lbs,FR,"Salem, OR"
10,Matt Hauser,G,"6' 2""",180 lbs,SR,"Thousand Oaks, CA"
11,Holland Woods,G,"6' 1""",180 lbs,JR,"Phoenix, AZ"
12,Trey Wood,F,"6' 9""",210 lbs,FR,"Anthem, AZ"
13,Jaden Nielsen-Skinner,G,"5' 9""",165 lbs,FR,"Salem, OR"
14,Lamar Hamrick,G,"6' 4""",190 lbs,SR,"New Castle, DE"
15,Ian Burke,G,"6' 5""",185 lbs,SO,"Phoenix, AZ"
21,Daniel Giannosa,C,"6' 10""",280 lbs,JR,"Modesto, CA"
22,Alonzo Walker,F,"6' 6""",210 lbs,SR,"Toronto, ON"
30,Chris Whitaker,G,"6' 3""",200 lbs,SO,"Harrisburg, PA"
