number,name,position,height,weight,class,hometown
0,Chris Efretuei,C,"7' 1""",260 lbs,JR,"Abuja, Nigeria"
1,Erie Olonade,G,"5' 11""",180 lbs,JR,"Houston, TX"
2,Michael Ertel,G,"6' 2""",190 lbs,JR,"Indianapolis, IN"
3,JD Williams,G,"6' 5""",180 lbs,SR,"Birmingham, AL"
4,Derrick Brock,G,"5' 10""",170 lbs,SR,"Leesville, LA"
5,Tyree White,F,"6' 8""",190 lbs,SR,"St. Louis, MO"
10,Langston Powell,G,"6' 5""",195 lbs,SO,"West Monroe, LA"
11,Zion Simmons,G,"6' 0""",180 lbs,FR,"Monroe, LA"
13,Jalen Hodge,G,"6' 1""",180 lbs,SO,"O'Fallon, IL"
14,Elijah Ifejeh,F,"6' 7""",240 lbs,JR,"Montreal, PQ"
15,Josh Nicholas,G,"6' 3""",190 lbs,JR,"Long Beach, NY"
21,Luke Phillips,F,"6' 10""",220 lbs,SO,"Adelaide, SA"
22,D'Andre Bernard,F,"6' 8""",190 lbs,SR,"Toronto, ON"
23,Youry White,F,"6' 8""",205 lbs,SR,"Baton Rouge, LA"
24,Dadou Traore,C,"6' 10""",220 lbs,JR,"Brazzaville, Congo"
