number,name,position,height,weight,class,hometown
0,Derrick Cook,G,"6' 5""",200 lbs,JR,"Fairburn, GA"
1,Cam Jones,G,"6' 6""",190 lbs,FR,"Memphis, TN"
2,Jacara Cross,F,"6' 8""",240 lbs,SR,"Atlanta, GA"
3,Maros Zeliznak,C,"6' 11""",265 lbs,SO,"Kosice, Slovakia"
4,Ty Hudson,G,"6' 1""",200 lbs,SR,"Baton Rouge, LA"
5,Justin Murphy,G,"6' 3""",197 lbs,JR,"Geraldine, AL"
10,Juwan Perdue,F,"6' 6""",200 lbs,FR,"Sumter, SC"
11,Kayne Henry,G,"6' 7""",210 lbs,JR,"London, England"
13,Elias Harden,G,"6' 5""",180 lbs,JR,"East Point, GA"
15,Derek St. Hilaire,G,"5' 11""",180 lbs,JR,"Atlanta, GA"
24,Martin Roub,F,"6' 10""",235 lbs,JR,"Kolin, Czech Republic"
31,Marek Welsch,G,"5' 11""",180 lbs,FR,"Holice, Czech Republic"
33,De'Torrion Ware,G,"6' 4""",200 lbs,SO,"Hopkinsville, KY"
