number,name,position,height,weight,class,hometown
0,Ryan Betley,G,"6' 5""",200 lbs,SR,"Downingtown, PA"
1,Ray Jerome,G,"6' 2""",190 lbs,SR,"Latham, NY"
2,Jonah Charles,G,"6' 4""",180 lbs,FR,"Roselle, NJ"
3,Jordan Dingle,G,"6' 3""",200 lbs,FR,"Valley Stream, NY"
4,Max Lorca-Lloyd,C,"6' 9""",210 lbs,FR,"Melbourne, FL"
5,Jelani Williams,G,"6' 5""",195 lbs,JR,"Washington, DC"
10,Alex Imegwu,G,"6' 6""",205 lbs,SO,"Short Hills, NJ"
11,Lucas Monroe,G,"6' 6""",200 lbs,FR,"Huntingdon Valley, PA"
12,Devon Goodman,G,"6' 0""",170 lbs,SR,"Laverock, PA"
13,Eddie Scott,G,"6' 6""",200 lbs,JR,"Bowie, MD"
14,Max Martz,F,"6' 6""",210 lbs,FR,"Upper Arlington, OH"
21,Bryce Washington,G,"6' 4""",180 lbs,SO,"Southfield, MI"
22,Kuba Mijakowski,F,"6' 7""",230 lbs,SR,"Warsaw, Poland"
23,Michael Wang,F,"6' 10""",220 lbs,SO,"Tai Yuan, China"
24,Jarrod Simmons,F,"6' 8""",220 lbs,JR,"Crescent, PA"
25,AJ Brodeur,F,"6' 8""",240 lbs,SR,"Northborough, MA"
34,Griffin Ryan,G,"6' 5""",215 lbs,SO,"Winnetka, IL"
35,Mark Jackson,C,"7' 3""",260 lbs,JR,"Salt Lake City, UT"
