number,name,position,height,weight,class,hometown
0,Ben Coupet Jr.,G,"6' 7""",185 lbs,JR,"Chicago, IL"
1,Markquis Nowell,G,"5' 7""",155 lbs,SO,"Harlem, NY"
2,Alsean Evans,G,"6' 6""",195 lbs,JR,"Lakeland, FL"
3,Isaiah Palermo,G,"6' 5""",185 lbs,FR,"Kissimmee, FL"
5,Sydney Agudah,G,"6' 2""",175 lbs,JR,"Fort Worth, TX"
10,Marko Lukic,G,"6' 7""",195 lbs,FR,"Belgrade, Serbia"
11,Jaizec Lottie,G,"6' 1""",180 lbs,JR,"Aurora, CO"
12,Terrell Curtis II,G,"5' 10""",165 lbs,SO,"Maumelle, AR"
13,Sam Dunkum,C,"6' 11""",260 lbs,SR,"North Little Rock, AR"
15,Horace Wyatt Jr.,F,"6' 6""",180 lbs,SO,"Atlanta, GA"
20,Kamani Johnson,F,"6' 7""",215 lbs,SO,"Brooklyn, NY"
21,Ryan Pippins,G,"6' 0""",250 lbs,SR,"Little Rock, AR"
25,Nikola Maric,F,"6' 10""",250 lbs,SO,"Trebinje, Bosnia & Herzegovina"
32,Kris Bankston,F,"6' 8""",220 lbs,JR,"De Witt, AR"
33,Jovan Stulic,G,"6' 5""",205 lbs,FR,"Prigrevica, Serbia"
44,Ruot Monyyong,F,"6' 10""",190 lbs,JR,"Nashville, TN"
52,Admir Besovic,C,"7' 0""",240 lbs,JR,"Sarajevo, Bosnia & Herzegovina"
