number,name,position,height,weight,class,hometown
0,Christian Ings,G,"6' 2""",176 lbs,FR,"Philadelphia, PA"
2,Allen Powell,G,"6' 2""",165 lbs,FR,"Philadelphia, PA"
3,Khalil Turner,G,"6' 7""",200 lbs,FR,"Philadelphia, PA"
5,Tyrei Randall,G,"6' 6""",170 lbs,SO,"Aurora, CO"
10,Ajiri Johnson,F,"6' 8""",204 lbs,FR,"Lansdowne, PA"
10,Ajiri Ogemuno-Johnson,F,"6' 8""",210 lbs,SO,"Lansdowne, PA"
11,Willy Nunez Jr.,G,"6' 6""",215 lbs,SR,"Orlando, FL"
13,Frederick Scott,F,"6' 8""",230 lbs,JR,"Munster, IN"
14,Dimencio Vaughn,G,"6' 5""",220 lbs,JR,"New York, NY"
20,Tyere Marshall,C,"6' 9""",240 lbs,SR,"Philadelphia, PA"
21,Tyrel Bladen,F,"6' 10""",230 lbs,FR,"Coatesville, PA"
22,Kimar Williams,G,"6' 1""",185 lbs,SR,"Philadelphia, PA"
23,Stevie Jordan,G,"6' 0""",170 lbs,SR,"Bensalem, PA"
