number,name,position,height,weight,class,hometown
0,Mustapha Heron,G,"6' 5""",210 lbs,SR,"Waterbury, CT"
1,Josh Roberts,F,"6' 9""",210 lbs,SO,"Troy, AL"
2,Julian Champagnie,G,"6' 7""",220 lbs,FR,"Brooklyn, NY"
3,Rasheem Dunn,G,"6' 2""",190 lbs,JR,"Brooklyn, NY"
4,Greg Williams Jr.,G,"6' 3""",205 lbs,SO,"Lafayette, LA"
5,David Caraher,G,"6' 6""",220 lbs,SO,"Chapel Hill, NC"
10,Marcellus Earlington,F,"6' 6""",220 lbs,SO,"Stony Point, NY"
11,Johnathan McGriff,G,"6' 0""",180 lbs,FR,"Bowie, MD"
12,Thomas O'Connell,G,"6' 2""",195 lbs,SR,"Mineola, NY"
15,Damien Sears,F,"6' 7""",230 lbs,JR,"Haughton, LA"
23,Justin Cole,G,"6' 2""",185 lbs,SR,"Rockville Centre, NY"
24,Nick Rutherford,G,"6' 3""",185 lbs,SR,"Indianapolis, IN"
30,LJ Figueroa,G,"6' 6""",195 lbs,JR,"Lawrence, MA"
33,Ian Steere,F,"6' 9""",260 lbs,SO,"Sanford, NC"
