number,name,position,height,weight,class,hometown
0,Louis Tang,G,"6' 4""",185 lbs,FR,"Kaohsiung, Taiwan"
1,Tragen Fahl,F,"6' 8""",200 lbs,JR,"Virginia Beach, VA"
2,Garrett Gilkeson,G,"6' 4""",215 lbs,SR,"Parkersburg, WV"
3,Travis Evee,G,"6' 0""",165 lbs,FR,"Randolph, MA"
5,Greg Parham,G,"6' 4""",175 lbs,JR,"Richmond, VA"
10,Kamdyn Curfman,G,"6' 0""",170 lbs,FR,"North Bethesda, MD"
10,Kuony Deng,F,"6' 6""",190 lbs,FR,"Aldie, VA"
12,Ta'Vonne Bond,G,"6' 0""",178 lbs,JR,"Columbia, SC"
14,Sam Wolfe,F,"6' 8""",210 lbs,FR,"Charlotte, NC"
15,Myles Lewis,G,"6' 5""",189 lbs,JR,"Ashburn, VA"
21,Connor Arnold,F,"6' 7""",213 lbs,SO,"Knoxville, TN"
22,Jordan Richeson,G,"6' 4""",187 lbs,FR,"Alleghany, VA"
24,Will Miller,F,"6' 8""",220 lbs,SR,"South Boston, VA"
25,Tyler Creammer,C,"6' 10""",260 lbs,SR,"Parkton, NC"
30,Sean Conway,G,"6' 4""",200 lbs,FR,"Fairfield, CT"
34,Jake Stephens,C,"6' 9""",254 lbs,SO,"Bunker Hill, WV"
