number,name,position,height,weight,class,hometown
0,Larry Kuimi,F,"6' 6""",215 lbs,JR,"Missouri City, TX"
1,Maverick Smith,G,"6' 5""",185 lbs,JR,"Oakdale, TN"
2,Jared Sherfield,G,"6' 5""",165 lbs,SO,"Tuscaloosa, AL"
3,Keishawn Davidson,G,"6' 2""",160 lbs,FR,"Murfreesboro, TN"
4,Jr. Clay,G,"6' 0""",160 lbs,SO,"Chattanooga, TN"
5,Darius Allen,G,"6' 5""",210 lbs,SR,"Melbourne, FL"
10,Chase Ridenour,G,"6' 0""",195 lbs,FR,"Knoxville, TN"
11,Dane Quest,G,"6' 6""",185 lbs,FR,"Toronto, ON"
12,Amadou Sylla,F,"6' 8""",210 lbs,SO,"Bamako, Mali"
15,Tyler Thompson,G,"6' 5""",205 lbs,SR,"Kingston, TN"
20,Hunter Vick,G,"6' 4""",180 lbs,SO,"Camden, TN"
21,Reece Wilkinson,C,"6' 9""",270 lbs,FR,"Miami, FL"
22,Tujautae Williams,F,"6' 5""",185 lbs,FR,"Chicago, IL"
23,Caden Mills,G,"6' 6""",190 lbs,FR,"Spencer, TN"
24,Garrett Golday,F,"6' 7""",220 lbs,SO,"Arlington, TN"
52,Michael Lolio,G,"6' 1""",185 lbs,JR,"Spring, TX"
54,Cade Crosland,G,"6' 0""",180 lbs,SR,"Sparta, TN"
