number,name,position,height,weight,class,hometown
0,Clyde Trapp,G,"6' 4""",194 lbs,JR,"Eastover, SC"
1,Jonathan Baehre,F,"6' 10""",209 lbs,JR,"Wiesbaden, Germany"
2,Al-Amir Dawes,G,"6' 2""",180 lbs,FR,"Newark, NJ"
3,Chase Hunter,G,"6' 3""",200 lbs,FR,"Atlanta, GA"
4,Nick Honor,G,"5' 10""",205 lbs,SO,"Orlando, FL"
5,Hunter Tyson,F,"6' 8""",211 lbs,SO,"Monroe, NC"
10,Curran Scott,G,"6' 4""",205 lbs,SR,"Edmond, OK"
11,Parker Fox,G,"6' 6""",202 lbs,SO,"Reno, NV"
12,Alex Hemenway,G,"6' 3""",180 lbs,FR,"Newburgh, IN"
13,Tevin Mack,G,"6' 6""",227 lbs,SR,"Columbia, SC"
15,John Newman III,G,"6' 5""",197 lbs,SO,"Greensboro, NC"
20,O'Neil McBride,F,"6' 7""",195 lbs,FR,"Myrtle Beach, SC"
21,Khavon Moore,G,"6' 8""",217 lbs,SO,"Macon, GA"
25,Aamir Simms,F,"6' 8""",240 lbs,JR,"Palmyra, VA"
31,Wells Hoag,G,"6' 2""",180 lbs,SO,"Greenville, SC"
32,Paul Grinde,F,"6' 10""",300 lbs,SR,"Virginia Beach, VA"
55,Trey Jemison,C,"7' 0""",256 lbs,SO,"Birmingham, AL"
