number,name,position,height,weight,class,hometown
0,Vado Morse,G,"6' 0""",167 lbs,SO,"Suitland, MD"
1,Dee Barnes,G,"6' 4""",180 lbs,SO,"California, MD"
2,Jalen Gibbs,G,"6' 3""",185 lbs,JR,"Indian Head, MD"
3,Matt Becht,G,"6' 2""",175 lbs,FR,"Arlington, VA"
5,Ayan Teel,G,"5' 9""",160 lbs,FR,"Bowie, MD"
11,Naim Miller,G,"6' 4""",205 lbs,FR,"Pittsburgh, PA"
12,Odri Dedolli,G,"6' 4""",185 lbs,JR,"Tirana, Albania"
13,Omar Habwe,F,"6' 6""",225 lbs,JR,"Lexington, VA"
15,Damian Chong Qui,G,"5' 8""",145 lbs,SO,"Baltimore, MD"
21,Collin Nnamene,F,"6' 9""",210 lbs,SO,"Enugu, Nigeria"
22,Nana Opoku,F,"6' 9""",210 lbs,SO,"Woodbridge, VA"
23,Brandon Leftwich,G,"6' 3""",183 lbs,JR,"Brooklyn, NY"
34,Jalen Jefferson,F,"6' 7""",200 lbs,SO,"Hopewell, VA"
42,Malik Jefferson,F,"6' 9""",230 lbs,SO,"Hopewell, VA"
