number,name,position,height,weight,class,hometown
0,New Williams,G,"6' 1""",175 lbs,SR,"Inglewood, CA"
1,Chris Seeley,F,"6' 8""",215 lbs,SO,"Fresno, CA"
3,Jarred Hyder,G,"6' 3""",180 lbs,FR,"San Bernardino, CA"
4,Niven Hart,G,"6' 5""",205 lbs,FR,"Orlando, FL"
5,Jordan Campbell,G,"6' 3""",195 lbs,FR,"Adelanto, CA"
10,Orlando Robinson,F,"6' 10""",235 lbs,FR,"Las Vegas, NV"
11,Christian Gray,F,"6' 6""",240 lbs,SR,"Moreno Valley, CA"
12,Mustafa Lawrence,G,"6' 1""",180 lbs,JR,"Newark, NJ"
13,Aguir Agau,G,"6' 7""",190 lbs,SO,"Omaha, NE"
14,C.J. Hyder,G,"6' 2""",190 lbs,JR,"San Bernardino, CA"
20,Alec Hickman,G,"6' 4""",195 lbs,JR,"Riverside, CA"
21,Assane Diouf,C,"7' 2""",275 lbs,FR,"Dakar, Senegal"
25,Anthony Holland,G,"6' 5""",215 lbs,FR,"Riverside, CA"
32,Nate Grimes,F,"6' 8""",225 lbs,SR,"Las Vegas, NV"
35,Lazaro Rojas,F,"6' 11""",235 lbs,JR,"Porto Seguro, Brazil"
55,Noah Blackwell,G,"6' 3""",190 lbs,SR,"Roseville, CA"
