number,name,position,height,weight,class,hometown
0,Damani McEntire,G,"6' 4""",179 lbs,FR,"Indianapolis, IN"
1,Jakolby Long,G,"6' 5""",208 lbs,JR,"Mustang, OK"
3,John Knight III,G,"6' 3""",205 lbs,JR,"Jackson, MS"
4,Dre Marin,G,"6' 0""",170 lbs,JR,"Glendale, AZ"
12,Maizen Fausett,F,"6' 6""",225 lbs,SO,"Saratoga Springs, UT"
13,Chase Verdugo,G,"6' 3""",174 lbs,FR,"Sahuarita, AZ"
14,Daouda N'Diaye,C,"7' 0""",215 lbs,SR,"Dakar, Senegal"
15,Harrison Butler,G,"6' 5""",220 lbs,SO,"Santa Ana, CA"
21,Josh Cornish,G,"6' 2""",165 lbs,FR,"Cockeysville, MD"
22,Ivan Madunic,C,"6' 11""",225 lbs,SR,"Split, Croatia"
23,Cameron Oluyitan,G,"6' 7""",195 lbs,SR,"Sugar Land, TX"
25,Dwayne Morgan,F,"6' 8""",218 lbs,SR,"Baltimore, MD"
32,Andre Adams,F,"6' 9""",230 lbs,SR,"Avondale, AZ"
33,Jarryd Hoppo,F,"6' 9""",186 lbs,FR,"Adelaide, SA"
