number,name,position,height,weight,class,hometown
0,Michael Laster,G,"6' 1""",175 lbs,SR,"Manhattan, NY"
1,Justin Turner,G,"6' 4""",205 lbs,JR,"Detroit, MI"
2,Tayler Mattos,C,"6' 11""",250 lbs,SO,"New London, NH"
3,Caleb Fields,G,"6' 2""",185 lbs,SO,"Cape May Court H, NJ"
4,Davin Zeigler,G,"6' 3""",175 lbs,FR,"Cleveland, OH"
5,Dylan Frye,G,"6' 2""",185 lbs,SR,"Miami, FL"
11,Trey Diggs,G,"6' 6""",210 lbs,JR,"Niceville, FL"
12,Isaac Elsasser,G,"6' 4""",185 lbs,FR,"Bowling Green, OH"
13,Chandler Turner,G,"6' 7""",195 lbs,FR,"Detroit, MI"
15,Ethan Good,G,"6' 1""",180 lbs,SR,"Wapakoneta, OH"
21,Matiss Kulackovskis,F,"6' 9""",215 lbs,SO,"Saldus, Latvia"
22,Marlon Sierra,F,"6' 7""",225 lbs,SR,"Miami, FL"
25,Daeqwon Plowden,G,"6' 6""",215 lbs,JR,"Philadelphia, PA"
35,Dylan Swingle,C,"6' 10""",295 lbs,FR,"Chillicothe, OH"
52,Joniya Gadson,C,"6' 10""",245 lbs,JR,"Miami Gardens, FL"
