number,name,position,height,weight,class,hometown
0,Andrew Taylor,G,"6' 3""",195 lbs,FR,"Corbin, KY"
1,Taevion Kinsey,G,"6' 5""",185 lbs,SO,"Columbus, OH"
2,Iran Bennett,F,"6' 9""",299 lbs,SO,"Durham, NC"
3,Jannson Williams,F,"6' 9""",215 lbs,JR,"Newnan, GA"
4,Ty Sturm,G,"6' 2""",175 lbs,FR,"Hurricane, WV"
5,Jeremy Dillon,G,"6' 5""",200 lbs,FR,"Mingo, WV"
11,Luke Thomas,G,"6' 0""",176 lbs,SO,"Proctorville, OH"
12,Ante Sustic,F,"6' 10""",235 lbs,SR,"Split, Croatia"
13,Jarrod West,G,"5' 11""",185 lbs,JR,"Clarksburg, WV"
14,Robby Williams,G,"5' 10""",150 lbs,FR,"Charleston, WV"
15,Marko Sarenac,G,"6' 7""",200 lbs,FR,"Ljubovija, Serbia"
21,Darius George,F,"6' 7""",215 lbs,JR,"Staunton, VA"
24,Cam Brooks-Harris,F,"6' 6""",175 lbs,FR,"Zanesville, OH"
31,Mikel Beyers,F,"6' 9""",215 lbs,JR,"Houston, TX"
32,Dajour Rucker,F,"6' 7""",250 lbs,FR,"Virginia Beach, VA"
35,Devin Collins,G,"6' 8""",185 lbs,FR,"Chapmanville, WV"
50,Goran Miladinovic,C,"7' 0""",230 lbs,FR,"Tivat, Montenegro"
