number,name,position,height,weight,class,hometown
0,Danya Kingsby,G,"6' 1""",180 lbs,JR,"Milwaukee, WI"
1,Ari Boya,F,"7' 1""",240 lbs,SO,"Douala, Cameroon"
2,Antonio Thomas,G,"6' 2""",190 lbs,FR,"Memphis, TN"
3,Stephan Gabriel,G,"6' 7""",225 lbs,FR,"Irvington, NJ"
4,Terry Nolan Jr.,G,"6' 4""",190 lbs,JR,"Baltimore, MD"
5,Darrell Brown,G,"5' 10""",190 lbs,SR,"Memphis, TN"
10,Elijah Childs,F,"6' 7""",225 lbs,JR,"Kansas City, MO"
12,Koch Bar,F,"6' 11""",230 lbs,SR,"Abyei, South Sudan"
13,Sean Houpt,G,"6' 4""",195 lbs,FR,"Danville, IL"
14,Riley Burger,G,"6' 5""",195 lbs,FR,"Orono, MN"
21,Kevin McAdoo,G,"6' 2""",180 lbs,JR,"Pontiac, MI"
22,Ja'Shon Henry,F,"6' 6""",225 lbs,SO,"Saskatoon, SK"
23,Ville Tahvanainen,G,"6' 4""",205 lbs,FR,"Helsinki, Finland"
25,Nate Kennell,G,"6' 6""",210 lbs,SR,"Metamora, IL"
51,Rienk Mast,F,"6' 9""",230 lbs,FR,"Groningen, Netherlands"
