player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
K. Vernon,F,27,5,8,0,0,4,6,2,6,8,2,2,1,4,5,14,TRUE,2018-03-09,Utah Valley,N
O. Frayer,F,34,3,7,1,3,1,2,2,3,5,5,0,0,3,2,8,TRUE,2018-03-09,Utah Valley,N
A. Lever,C,25,6,13,3,3,0,0,2,5,7,0,2,2,2,4,15,TRUE,2018-03-09,Utah Valley,N
J. Braun,G,35,5,12,1,5,4,6,2,4,6,1,0,2,2,3,15,TRUE,2018-03-09,Utah Valley,N
C. Benson,G,32,2,6,1,3,2,2,1,3,4,2,0,0,1,4,7,TRUE,2018-03-09,Utah Valley,N
R. Blumbergs,F,4,1,3,0,1,0,0,0,1,1,0,0,1,0,0,2,FALSE,2018-03-09,Utah Valley,N
M. Jackson,F,21,1,5,0,1,3,4,2,6,8,2,0,0,0,1,5,FALSE,2018-03-09,Utah Valley,N
G. Martin,G,11,1,1,0,0,0,0,0,1,1,0,0,0,3,0,2,FALSE,2018-03-09,Utah Valley,N
D. Milstead,G,10,1,3,0,0,5,6,0,1,1,1,0,0,0,2,7,FALSE,2018-03-09,Utah Valley,N
F. Aidoo,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,2018-03-09,Utah Valley,N
TEAM,NA,NA,25,58,6,16,19,26,12,34,46,13,4,6,15,22,75,FALSE,2018-03-09,Utah Valley,N
