game_id,away,home,away_rank,home_rank,away_score,home_score,date
401261645,Northwestern State,Gonzaga,NA,1,57,95,2020-12-21
401254046,Arkansas-Pine Bluff,Baylor,NA,2,42,99,2020-12-21
401268966,Saint Joseph's,Tennessee,NA,8,66,102,2020-12-21
401268240,Gardner-Webb,Florida State,NA,21,59,72,2020-12-21
401262393,Longwood,Virginia Tech,NA,24,58,84,2020-12-21
401260327,Morehead State,Clemson,NA,NA,51,66,2020-12-21
401268934,VMI,George Mason,NA,NA,66,68,2020-12-21
401262156,UNC Wilmington,Campbell,NA,NA,78,59,2020-12-21
401257617,Wofford,Texas A&M,NA,NA,52,70,2020-12-21
401262405,Bethesda,Southern Utah,NA,NA,57,96,2020-12-21
401262379,Crowley's Ridge College,Lipscomb,NA,NA,60,97,2020-12-21
401254054,Jacksonville,Kansas State,NA,NA,46,70,2020-12-21
401271480,New Orleans,Rice,NA,NA,62,73,2020-12-21
401253508,Northern Arizona,Texas State,NA,NA,65,70,2020-12-21
401270851,Bryant,UMass,NA,NA,93,88,2020-12-21
401262084,South Carolina State,Furman,NA,NA,52,118,2020-12-21
401268234,Vermont,UMass Lowell,NA,NA,65,73,2020-12-21
401262162,Florida College,Florida Atlantic,NA,NA,72,107,2020-12-21
401271435,Morgan St,Delaware,NA,NA,65,59,2020-12-21
401264448,Carver College,Florida International,NA,NA,34,111,2020-12-21
401262419,Edward Waters,North Florida,NA,NA,71,98,2020-12-21
401262182,Sacred Heart,Wagner,NA,NA,46,74,2020-12-21
401262096,Prairie View A&M,Washington State,NA,NA,62,90,2020-12-21
401260369,Belmont,Evansville,NA,NA,72,63,2020-12-21
401258711,Sam Houston State,UT Rio Grande Valley,NA,NA,69,66,2020-12-21
401257953,Hampton,Charleston Southern,NA,NA,67,55,2020-12-21
401252798,Charleston,Georgia State,NA,NA,55,72,2020-12-21
401270634,Southern Illinois,Butler,NA,NA,76,73,2020-12-21
401268967,Mississippi Valley State,Mississippi State,NA,NA,48,87,2020-12-21
401264245,Tulsa,Memphis,NA,NA,56,49,2020-12-21
401257080,Little Rock,Missouri State,NA,NA,77,85,2020-12-21
401253495,Belhaven,Samford,NA,NA,84,133,2020-12-21
401270595,CSU Bakersfield,Stanford,NA,NA,50,63,2020-12-21
401261640,Texas Southern,BYU,NA,NA,71,87,2020-12-21
401259957,Murray State,Austin Peay,NA,NA,70,74,2020-12-21
401258872,San Jos̩ St,Utah State,NA,NA,62,107,2020-12-21
401269388,New Mexico,Boise State,NA,NA,53,77,2020-12-21
