player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
A. Burrus,F,21,7,11,0,0,1,1,3,2,5,0,0,1,2,4,15,TRUE,2013-11-30,Sam Houston State,N
T. Gielo,F,33,3,6,1,2,2,2,2,2,4,3,0,0,1,3,9,TRUE,2013-11-30,Sam Houston State,N
J. Coronado,F,21,1,3,0,0,2,4,3,6,9,0,0,0,1,3,4,TRUE,2013-11-30,Sam Houston State,N
D. Marshall,G,38,1,9,1,7,1,4,0,1,1,2,0,0,1,0,4,TRUE,2013-11-30,Sam Houston State,N
J. Sanders,G,34,2,9,2,6,5,6,1,0,1,2,0,0,4,2,11,TRUE,2013-11-30,Sam Houston State,N
A. Smith,F,19,1,3,0,0,4,4,1,3,4,0,0,1,2,3,6,FALSE,2013-11-30,Sam Houston State,N
J. Vander Pol,C,19,3,8,0,0,1,2,2,9,11,0,0,0,1,3,7,FALSE,2013-11-30,Sam Houston State,N
E. Layer,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2013-11-30,Sam Houston State,N
C. Roberts,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2013-11-30,Sam Houston State,N
J. Retic,G,9,3,3,0,0,0,0,0,1,1,1,0,0,2,3,6,FALSE,2013-11-30,Sam Houston State,N
TEAM,NA,NA,21,52,4,15,16,23,16,25,41,8,0,2,14,21,62,FALSE,2013-11-30,Sam Houston State,N
