game_id,away,home,away_rank,home_rank,away_score,home_score,date
401604103,Clemson,Miami,16,NA,82,95,2024-01-03
401599472,Seton Hall,Providence,NA,23,61,57,2024-01-03
401574422,Champion Christian,Central Arkansas,NA,NA,54,120,2024-01-03
401587190,Yale,Howard,NA,NA,86,78,2024-01-03
401601216,South Carolina Upstate,UNC Asheville,NA,NA,67,95,2024-01-03
401601215,Longwood,Winthrop,NA,NA,60,68,2024-01-03
401596819,George Mason,La Salle,NA,NA,77,62,2024-01-03
401604269,Army,Lafayette,NA,NA,47,52,2024-01-03
401604105,Louisville,Virginia,NA,NA,53,77,2024-01-03
401604102,Georgia Tech,Florida State,NA,NA,71,82,2024-01-03
401601825,Evansville,Indiana State,NA,NA,73,87,2024-01-03
401601214,High Point,Radford,NA,NA,85,71,2024-01-03
401601213,Presbyterian,Charleston Southern,NA,NA,68,61,2024-01-03
401600310,Rutgers,Ohio State,NA,NA,72,76,2024-01-03
401600246,Chicago State,Oklahoma State,NA,NA,53,72,2024-01-03
401600078,Dallas Christian,Louisiana Tech,NA,NA,55,96,2024-01-03
401597966,Boston University,Navy,NA,NA,60,62,2024-01-03
401597384,Lehigh,American University,NA,NA,66,75,2024-01-03
401596821,Dayton,Davidson,NA,NA,72,59,2024-01-03
401596820,Fordham,George Washington,NA,NA,119,113,2024-01-03
401596818,Duquesne,Massachusetts,NA,NA,61,80,2024-01-03
401596817,Saint Joseph's,Rhode Island,NA,NA,74,78,2024-01-03
401596816,Loyola Chicago,Saint Louis,NA,NA,80,73,2024-01-03
401594508,Loyola Maryland,Colgate,NA,NA,55,78,2024-01-03
401594485,Holy Cross,Bucknell,NA,NA,58,70,2024-01-03
401590925,Truett-McConnell,North Carolina Central,NA,NA,70,112,2024-01-03
401587893,Western Carolina,The Citadel,NA,NA,80,71,2024-01-03
401587892,Furman,UNC Greensboro,NA,NA,68,79,2024-01-03
401587891,VMI,Wofford,NA,NA,85,87,2024-01-03
401587890,Mercer,East Tennessee State,NA,NA,69,80,2024-01-03
401587889,Chattanooga,Samford,NA,NA,74,89,2024-01-03
401587156,Reinhardt,Middle Tennessee,NA,NA,47,84,2024-01-03
401581688,Marshall,UL Monroe,NA,NA,68,57,2024-01-03
401601824,Bradley,Valparaiso,NA,NA,86,61,2024-01-03
401598001,Montana,North Dakota State,NA,NA,96,86,2024-01-03
401594019,Northern Colorado,North Dakota,NA,NA,97,87,2024-01-03
401581822,Northern Arizona,Omaha,NA,NA,55,81,2024-01-03
401580031,Eastern Washington,South Dakota,NA,NA,93,79,2024-01-03
401599473,Xavier,Villanova,NA,NA,65,66,2024-01-03
401607363,Stanford,UCLA,NA,NA,59,53,2024-01-03
401604104,NC State,Notre Dame,NA,NA,54,52,2024-01-03
401602058,Rice,Tulane,NA,NA,59,84,2024-01-03
401601826,Northern Iowa,Missouri State,NA,NA,64,62,2024-01-03
401600309,Indiana,Nebraska,NA,NA,70,86,2024-01-03
401596815,St. Bonaventure,VCU,NA,NA,89,78,2024-01-03
401580032,Kansas City,Sacramento State,NA,NA,64,67,2024-01-03
401580030,St. Thomas-Minnesota,Idaho,NA,NA,75,67,2024-01-03
401580029,South Dakota State,Weber State,NA,NA,73,75,2024-01-03
401594599,Idaho State,Denver,NA,NA,82,95,2024-01-03
401580028,Oral Roberts,Montana State,NA,NA,82,76,2024-01-03
401607364,California,USC,NA,NA,74,82,2024-01-03
401597935,Fresno State,San Diego State,NA,NA,47,74,2024-01-03
