player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
J. Williams,F,27,4,10,3,7,2,3,0,2,2,0,1,0,1,1,13,TRUE,2017-11-21,Air Force,A
A. Townes,F,24,4,9,0,0,3,4,3,2,5,0,2,3,1,4,11,TRUE,2017-11-21,Air Force,A
J. Tripp,G,26,4,7,0,1,0,0,3,7,10,5,1,0,3,4,8,TRUE,2017-11-21,Air Force,A
K. Small,G,38,2,5,0,1,5,6,0,5,5,6,0,0,7,1,9,TRUE,2017-11-21,Air Force,A
R. Gallinat,G,31,7,9,4,6,3,5,0,3,3,0,1,0,1,2,21,TRUE,2017-11-21,Air Force,A
N. Okonkwo,C,16,0,1,0,0,0,2,1,1,2,0,0,2,0,3,0,FALSE,2017-11-21,Air Force,A
O. Taylor,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2017-11-21,Air Force,A
L. Dorsey,G,8,1,1,1,1,2,2,0,3,3,0,0,0,0,0,5,FALSE,2017-11-21,Air Force,A
M. Reynolds,G,29,2,5,1,1,11,14,2,2,4,4,3,0,2,3,16,FALSE,2017-11-21,Air Force,A
TEAM,NA,NA,24,47,9,17,26,36,9,28,37,15,8,5,15,18,83,FALSE,2017-11-21,Air Force,A
