game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after
401172744,2019-12-21,Miami (OH),Bradley,1,1,20:00:00,2400,2400,PLAY,0,0,0,0,0.4204656748757369,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Miami (OH)
401172744,2019-12-21,Miami (OH),Bradley,2,1,19:47:00,2387,2387,Myja White Turnover.,0,0,0,13,0.4205672880232496,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,Miami (OH),Bradley
401172744,2019-12-21,Miami (OH),Bradley,3,1,19:31:00,2371,2371,Foul on Bam Bowman.,0,0,0,16,0.4206945415040081,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,Bradley,Bradley
401172744,2019-12-21,Miami (OH),Bradley,4,1,19:15:00,2355,2355,Ja'Shon Henry missed Layup.,0,0,0,16,0.4208242640931766,0.5,4,4,-2,NA,NA,Bradley,missed,Ja'Shon Henry,NA,FALSE,FALSE,Bradley,Miami (OH)
401172744,2019-12-21,Miami (OH),Bradley,5,1,19:15:00,2355,2355,Dalonte Brown Block.,0,0,0,0,0.4208242640931766,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,Bradley,Miami (OH)
401172744,2019-12-21,Miami (OH),Bradley,6,1,19:08:00,2348,2348,Myja White Defensive Rebound.,0,0,0,7,0.4208818081292307,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,Bradley,Miami (OH)
401172744,2019-12-21,Miami (OH),Bradley,7,1,18:54:00,2334,2334,Bam Bowman missed Three Point Jumper.,0,0,0,14,0.4209983637841608,0.5,4,4,-2,NA,NA,Miami (OH),missed,Bam Bowman,NA,TRUE,FALSE,Miami (OH),Miami (OH)
401172744,2019-12-21,Miami (OH),Bradley,8,1,18:54:00,2334,2334,Foul on Darrell Brown.,0,0,0,0,0.4209983637841608,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,Miami (OH),Miami (OH)
401172744,2019-12-21,Miami (OH),Bradley,9,1,18:49:00,2329,2329,Dae Dae Grant Offensive Rebound.,0,0,0,5,0.4210404705281332,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,Miami (OH),Miami (OH)
401172744,2019-12-21,Miami (OH),Bradley,10,1,18:47:00,2327,2327,Dalonte Brown missed Three Point Jumper.,0,0,0,2,0.4210573845773974,0.5,4,4,-2,NA,NA,Miami (OH),missed,Dalonte Brown,NA,TRUE,FALSE,Miami (OH),Bradley
401172744,2019-12-21,Miami (OH),Bradley,11,1,18:44:00,2324,2324,Darrell Brown Defensive Rebound.,0,0,0,3,0.42108283243400085,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,Miami (OH),Bradley
401172744,2019-12-21,Miami (OH),Bradley,12,1,18:34:00,2314,2314,Koch Bar missed Jumper.,0,0,0,10,0.42116832842183954,0.5,4,4,-2,NA,NA,Bradley,missed,Koch Bar,NA,FALSE,FALSE,Bradley,Miami (OH)
401172744,2019-12-21,Miami (OH),Bradley,13,1,18:31:00,2311,2311,Nike Sibande Defensive Rebound.,0,0,0,3,0.42119417954984567,0.5,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,Bradley,Miami (OH)
401172744,2019-12-21,Miami (OH),Bradley,14,1,18:27:00,2307,2307,Nike Sibande made Three Point Jumper.,3,0,3,4,0.4898130055731935,0.5688050597608967,4,4,-2,NA,NA,Miami (OH),made,Nike Sibande,NA,TRUE,FALSE,Miami (OH),Bradley
401172744,2019-12-21,Miami (OH),Bradley,15,1,18:03:00,2283,2283,Nate Kennell missed Jumper.,3,0,3,24,0.49083752849802287,0.5695978763155807,4,4,-2,NA,NA,Bradley,missed,Nate Kennell,NA,FALSE,FALSE,Bradley,Miami (OH)
401172744,2019-12-21,Miami (OH),Bradley,16,1,18:01:00,2281,2281,Dae Dae Grant Defensive Rebound.,3,0,3,2,0.49092358334563696,0.5696643107585301,4,4,-2,NA,NA,NA,NA,NA,NA,NA,NA,Bradley,Miami (OH)
401172744,2019-12-21,Miami (OH),Bradley,17,1,17:47:00,2267,2267,Dalonte Brown made Layup.,5,0,5,14,0.5385156716705453,0.615535573213502,4,4,-2,NA,NA,Miami (OH),made,Dalonte Brown,NA,FALSE,FALSE,Miami (OH),Bradley
401172744,2019-12-21,Miami (OH),Bradley,18,1,17:25:00,2245,2245,Koch Bar made Dunk. Assisted by Darrell Brown.,5,2,3,22,0.49248947385405856,0.5708686584745194,4,4,-2,NA,NA,Bradley,made,Koch Bar,Darrell Brown,FALSE,FALSE,Bradley,Miami (OH)
