game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after,win_prob_naive
401173525,2020-01-26,Drake,Missouri State,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.707313232497319,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drake,NA
401173525,2020-01-26,Drake,Missouri State,2,1,19:39,2379,2379,Anthony Murphy Defensive Rebound.,0,0,0,21,0.7069277595249556,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Drake,Drake,NA
401173525,2020-01-26,Drake,Missouri State,3,1,19:27,2367,2367,D.J. Wilkins missed Three Point Jumper.,0,0,0,12,0.7067029761283184,0.5,4,4,5.5,NA,NA,Drake,missed,D.J. Wilkins,NA,TRUE,FALSE,Drake,Missouri State,NA
401173525,2020-01-26,Drake,Missouri State,4,1,19:24,2364,2364,Missouri State Defensive Rebound.,0,0,0,3,0.7066462584218957,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Drake,Missouri State,NA
401173525,2020-01-26,Drake,Missouri State,5,1,18:58,2338,2338,Gaige Prim missed Jumper.,0,0,0,26,0.706145788585897,0.5,4,4,5.5,NA,NA,Missouri State,missed,Gaige Prim,NA,FALSE,FALSE,Missouri State,Drake,NA
401173525,2020-01-26,Drake,Missouri State,6,1,18:55,2335,2335,D.J. Wilkins Defensive Rebound.,0,0,0,3,0.7060869976915201,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Missouri State,Drake,NA
401173525,2020-01-26,Drake,Missouri State,7,1,18:46,2326,2326,Foul on Anthony Murphy.,0,0,0,9,0.7059093055490653,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Drake,Missouri State,NA
401173525,2020-01-26,Drake,Missouri State,8,1,18:46,2326,2326,Anthony Murphy Turnover.,0,0,0,0,0.7059093055490653,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Drake,Missouri State,NA
401173525,2020-01-26,Drake,Missouri State,9,1,18:28,2308,2308,Keandre Cook Turnover.,0,0,0,18,0.7055479017414173,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Missouri State,Drake,NA
401173525,2020-01-26,Drake,Missouri State,10,1,18:28,2308,2308,D.J. Wilkins Steal.,0,0,0,0,0.7055479017414173,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Missouri State,Drake,NA
401173525,2020-01-26,Drake,Missouri State,11,1,18:28,2308,2308,Foul on Gaige Prim.,0,0,0,0,0.7055479017414173,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Drake,Drake,NA
401173525,2020-01-26,Drake,Missouri State,12,1,18:17,2297,2297,Roman Penn missed Jumper.,0,0,0,11,0.7053230244681409,0.5,4,4,5.5,NA,NA,Drake,missed,Roman Penn,NA,FALSE,FALSE,Drake,Missouri State,NA
401173525,2020-01-26,Drake,Missouri State,13,1,18:11,2291,2291,Keandre Cook Defensive Rebound.,0,0,0,6,0.7051990587707928,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Drake,Missouri State,NA
401173525,2020-01-26,Drake,Missouri State,14,1,18:01,2281,2281,Isiaih Mosley missed Three Point Jumper.,0,0,0,10,0.7049903771678663,0.5,4,4,5.5,NA,NA,Missouri State,missed,Isiaih Mosley,NA,TRUE,FALSE,Missouri State,Drake,NA
401173525,2020-01-26,Drake,Missouri State,15,1,17:57,2277,2277,D.J. Wilkins Defensive Rebound.,0,0,0,4,0.7049061729319468,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Missouri State,Drake,NA
401173525,2020-01-26,Drake,Missouri State,16,1,17:50,2270,2270,Liam Robbins missed Three Point Jumper.,0,0,0,7,0.7047578003826676,0.5,4,4,5.5,NA,NA,Drake,missed,Liam Robbins,NA,TRUE,FALSE,Drake,Missouri State,NA
401173525,2020-01-26,Drake,Missouri State,17,1,17:46,2266,2266,Keandre Cook Defensive Rebound.,0,0,0,4,0.7046724322324308,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Drake,Missouri State,NA
401173525,2020-01-26,Drake,Missouri State,18,1,17:33,2253,2253,D.J. Wilkins Defensive Rebound.,0,0,0,13,0.7043920230356497,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Missouri State,Drake,NA
401173525,2020-01-26,Drake,Missouri State,19,1,17:24,2244,2244,Liam Robbins missed Dunk.,0,0,0,9,0.7041952097894343,0.5,4,4,5.5,NA,NA,Drake,missed,Liam Robbins,NA,FALSE,FALSE,Drake,Drake,NA
