game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after,win_prob_naive
401168330,2020-01-26,Creighton,Xavier,1,1,20:00,2400,2400,PLAY,0,0,0,0,0.707313232497319,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xavier,NA
401168330,2020-01-26,Creighton,Xavier,2,1,20:00,2400,2400,Jump Ball won by Xavier,0,0,0,0,0.707313232497319,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Xavier,Xavier,NA
401168330,2020-01-26,Creighton,Xavier,3,1,19:44,2384,2384,Naji Marshall Turnover.,0,0,0,16,0.7070204429979113,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Xavier,Creighton,NA
401168330,2020-01-26,Creighton,Xavier,4,1,19:44,2384,2384,Christian Bishop Steal.,0,0,0,0,0.7070204429979113,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Xavier,Creighton,NA
401168330,2020-01-26,Creighton,Xavier,5,1,19:37,2377,2377,Mitch Ballock missed Three Point Jumper.,0,0,0,7,0.706890526115502,0.5,4,4,5.5,5,64.96444444444444,Creighton,missed,Mitch Ballock,NA,TRUE,FALSE,Creighton,Xavier,NA
401168330,2020-01-26,Creighton,Xavier,6,1,19:37,2377,2377,Naji Marshall Defensive Rebound.,0,0,0,0,0.706890526115502,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Creighton,Xavier,NA
401168330,2020-01-26,Creighton,Xavier,7,1,19:23,2363,2363,Jason Carter missed Jumper.,0,0,0,14,0.7066273057760866,0.5,4,4,5.5,29,10.444444444444443,Xavier,missed,Jason Carter,NA,FALSE,FALSE,Xavier,Xavier,NA
401168330,2020-01-26,Creighton,Xavier,8,1,19:23,2363,2363,Zach Freemantle Offensive Rebound.,0,0,0,0,0.7066273057760866,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Xavier,Xavier,NA
401168330,2020-01-26,Creighton,Xavier,9,1,19:07,2347,2347,Tyrique Jones missed Layup.,0,0,0,16,0.7063208545293461,0.5,4,4,5.5,21.999999999999996,5.222222222222221,Xavier,missed,Tyrique Jones,NA,FALSE,FALSE,Xavier,Xavier,NA
401168330,2020-01-26,Creighton,Xavier,10,1,19:07,2347,2347,Tyrique Jones Offensive Rebound.,0,0,0,0,0.7063208545293461,0.5,4,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Xavier,Xavier,NA
