date,game_id,home,away
2010-01-02,300020002,Auburn,Georgia Southern
2010-01-02,300020008,Arkansas,UAB
2010-01-02,300020045,George Washington,Howard
2010-01-02,300020048,Delaware,Drexel
2010-01-02,300020077,Northwestern,Michigan State
2010-01-02,300020096,Kentucky,Louisville
2010-01-02,300020099,LSU,Utah
2010-01-02,300020103,Boston College,Maine
2010-01-02,300020111,Northeastern,James Madison
2010-01-02,300020140,UMKC,Southern Utah
2010-01-02,300020142,Missouri,Georgia
2010-01-02,300020189,Bowling Green,Saint Louis
2010-01-02,300020202,Tulsa,Colorado
2010-01-02,300020218,Temple,Kansas
2010-01-02,300020227,Rhode Island,Oklahoma State
2010-01-02,300020231,Furman,Erskine
2010-01-02,300020232,Charleston,South Carolina State
2010-01-02,300020238,Vanderbilt,Southern Miss
2010-01-02,300020245,Texas A&M,Northwestern State
2010-01-02,300020251,Texas,Texas A&M-CC
2010-01-02,300020259,Virginia Tech,Seton Hall
2010-01-02,300020261,Vermont,UMBC
2010-01-02,300020269,Marquette,Villanova
2010-01-02,300020276,Marshall,St. Bonaventure
2010-01-02,300020300,UC Irvine,UC Santa Barbara
2010-01-02,300022005,Air Force,UT Rio Grande Valley
2010-01-02,300022066,Binghamton,La Salle
2010-01-02,300022083,Bucknell,Richmond
2010-01-02,300022197,Eastern Illinois,Jacksonville State
2010-01-02,300022198,Eastern Kentucky,Tennessee State
2010-01-02,300022244,George Mason,Old Dominion
2010-01-02,300022247,Georgia State,Towson
2010-01-02,300022275,Hofstra,William & Mary
2010-01-02,300022294,Iowa,Minnesota
2010-01-02,300022320,Lamar,Tulane
2010-01-02,300022352,Loyola (MD),Rider
2010-01-02,300022393,Middle Tennessee,Louisiana
2010-01-02,300022405,Monmouth,Quinnipiac
2010-01-02,300022413,Morehead State,Austin Peay
2010-01-02,300022426,Navy,Elon
2010-01-02,300022429,Charlotte,Georgia Tech
2010-01-02,300022433,UL Monroe,Little Rock
2010-01-02,300022449,North Dakota State,Oral Roberts
2010-01-02,300022459,Northern Illinois,North Dakota
2010-01-02,300022464,Northern Arizona,Northern Colorado
2010-01-02,300022502,Portland State,Sacramento State
2010-01-02,300022515,Radford,UNC Asheville
2010-01-02,300022579,South Carolina,Baylor
2010-01-02,300022692,Weber State,Montana
2010-01-02,300022751,Wyoming,Adams State
2010-01-02,300022870,Purdue Fort Wayne,Western Illinois
2010-01-02,300022908,South Carolina Upstate,Campbell
2010-01-02,300030030,USC,Arizona State
2010-01-02,300030041,UConn,Notre Dame
2010-01-02,300030164,Rutgers,Cincinnati
2010-01-02,300030166,New Mexico State,Utah State
2010-01-02,300030172,Cornell,Bryant
2010-01-02,300030183,Syracuse,Pittsburgh
2010-01-02,300030264,Washington,Oregon
2010-01-02,300030302,UC Davis,CSU Fullerton
2010-01-02,300030315,Niagara,Iona
2010-01-02,300032099,Canisius,Fairfield
2010-01-02,300032127,Charleston Southern,Presbyterian
2010-01-02,300032350,Loyola Chicago,Detroit Mercy
2010-01-02,300032473,Oakland,IUPUI
2010-01-02,300032501,Portland,Army
2010-01-02,300032523,Robert Morris,Ohio
2010-01-02,300032561,Siena,Mt. St. Mary's
2010-01-02,300032617,Stephen F. Austin,Texas College
2010-01-02,300032674,Valparaiso,Green Bay
2010-01-02,300032754,Youngstown St,Cleveland State
