player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,starter,date,opponent,location
B. Roseboro,F,24,2,4,0,0,2,2,2,4,6,0,0,0,1,1,6,TRUE,2014-01-15,New Hampshire,A
M. Garner,F,23,2,4,0,1,1,1,0,2,2,0,0,0,1,1,5,TRUE,2014-01-15,New Hampshire,A
D. Houston,F,25,1,4,0,1,2,4,0,3,3,1,2,0,5,3,4,TRUE,2014-01-15,New Hampshire,A
R. Elliott,G,30,2,8,1,4,5,7,1,6,7,0,1,0,6,3,10,TRUE,2014-01-15,New Hampshire,A
B. Harris,G,30,2,6,2,3,4,5,0,0,0,0,1,0,1,1,10,TRUE,2014-01-15,New Hampshire,A
C. Plummer,F,15,0,5,0,1,0,0,2,1,3,0,0,0,0,0,0,FALSE,2014-01-15,New Hampshire,A
D. Kadiri,F,9,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,FALSE,2014-01-15,New Hampshire,A
C. Taylor Jr.,G,19,0,4,0,1,2,4,0,2,2,0,1,1,1,5,2,FALSE,2014-01-15,New Hampshire,A
B. Grace,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2014-01-15,New Hampshire,A
J. Getz,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2014-01-15,New Hampshire,A
Q. Jones,G,8,2,3,1,2,0,0,0,0,0,0,0,0,1,0,5,FALSE,2014-01-15,New Hampshire,A
W. Darley,G,10,0,1,0,0,0,0,0,1,1,0,0,0,3,2,0,FALSE,2014-01-15,New Hampshire,A
TEAM,NA,NA,11,40,4,13,16,23,9,20,29,1,5,2,19,17,42,FALSE,2014-01-15,New Hampshire,A
