game_id,date,home,away,play_id,half,time_remaining_half,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,naive_win_prob,home_time_out_remaining,away_time_out_remaining,home_favored_by,shot_x,shot_y,shot_team,shot_outcome,shooter,assist,three_pt,free_throw,possession_before,possession_after
400990489,2018-02-10,South Alabama,Arkansas State,1,1,20:00:00,2400,2400,PLAY,0,0,0,0,0.5,0.5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Alabama
400990489,2018-02-10,South Alabama,Arkansas State,2,1,19:44:00,2384,2384,Rodrick Sikes made Three Point Jumper. Assisted by Trhae Mitchell.,3,0,3,16,0.566326754274086,0.566326754274086,4,4,NA,NA,NA,South Alabama,made,Rodrick Sikes,Trhae Mitchell,TRUE,FALSE,South Alabama,Arkansas State
400990489,2018-02-10,South Alabama,Arkansas State,3,1,19:16:00,2356,2356,Tristin Walley missed Jumper.,3,0,3,28,0.5672151173678238,0.5672151173678238,4,4,NA,NA,NA,Arkansas State,missed,Tristin Walley,NA,FALSE,FALSE,Arkansas State,South Alabama
400990489,2018-02-10,South Alabama,Arkansas State,4,1,19:16:00,2356,2356,Rodrick Sikes Defensive Rebound.,3,0,3,0,0.5672151173678238,0.5672151173678238,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arkansas State,South Alabama
400990489,2018-02-10,South Alabama,Arkansas State,5,1,18:46:00,2326,2326,Josh Ajayi missed Jumper.,3,0,3,30,0.5681836522816094,0.5681836522816094,4,4,NA,NA,NA,South Alabama,missed,Josh Ajayi,NA,FALSE,FALSE,South Alabama,Arkansas State
400990489,2018-02-10,South Alabama,Arkansas State,6,1,18:46:00,2326,2326,Marquis Eaton Block.,3,0,3,0,0.5681836522816094,0.5681836522816094,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Alabama,Arkansas State
400990489,2018-02-10,South Alabama,Arkansas State,7,1,18:45:00,2325,2325,Marquis Eaton Defensive Rebound.,3,0,3,1,0.5682162105588462,0.5682162105588462,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Alabama,Arkansas State
400990489,2018-02-10,South Alabama,Arkansas State,8,1,18:39:00,2319,2319,Ty Cockfield made Layup.,3,2,1,6,0.522931793783012,0.522931793783012,4,4,NA,NA,NA,Arkansas State,made,Ty Cockfield,NA,FALSE,FALSE,Arkansas State,South Alabama
400990489,2018-02-10,South Alabama,Arkansas State,9,1,18:20:00,2300,2300,Rodrick Sikes made Three Point Jumper. Assisted by Nick Davis.,6,2,4,19,0.5915932614957834,0.5915932614957834,4,4,NA,NA,NA,South Alabama,made,Rodrick Sikes,Nick Davis,TRUE,FALSE,South Alabama,Arkansas State
400990489,2018-02-10,South Alabama,Arkansas State,10,1,18:01:00,2281,2281,Tristin Walley missed Three Point Jumper.,6,2,4,19,0.5924192673498265,0.5924192673498265,4,4,NA,NA,NA,Arkansas State,missed,Tristin Walley,NA,TRUE,FALSE,Arkansas State,Arkansas State
