game_id,away,home,away_rank,home_rank,away_score,home_score,date
401599498,UConn,Villanova,1,NA,66,65,2024-01-20
401600343,Purdue,Iowa,2,NA,84,70,2024-01-20
401603432,Kansas,West Virginia,3,NA,85,91,2024-01-20
401604134,North Carolina,Boston College,4,NA,76,66,2024-01-20
401603427,UCF,Houston,NA,5,42,57,2024-01-20
401597143,Alabama,Tennessee,NA,6,71,91,2024-01-20
401604136,Pittsburgh,Duke,NA,7,80,76,2024-01-20
401597142,Georgia,Kentucky,NA,8,96,105,2024-01-20
401603430,Baylor,Texas,9,NA,73,75,2024-01-20
401607388,UCLA,Arizona,NA,12,71,77,2024-01-20
401597138,Ole Miss,Auburn,22,13,59,82,2024-01-20
401603426,Oklahoma,Cincinnati,15,NA,69,65,2024-01-20
401600796,Fresno State,Utah State,NA,16,62,83,2024-01-20
401599497,Marquette,St. John's,17,NA,73,72,2024-01-20
401599496,Creighton,Seton Hall,18,NA,97,94,2024-01-20
401603429,Iowa State,TCU,24,19,73,72,2024-01-20
401603431,BYU,Texas Tech,20,25,78,85,2024-01-20
401596848,Rhode Island,Dayton,NA,21,62,96,2024-01-20
401604140,Miami,Syracuse,NA,NA,69,72,2024-01-20
401604139,Virginia Tech,NC State,NA,NA,84,78,2024-01-20
401604135,Louisville,Wake Forest,NA,NA,65,90,2024-01-20
401600342,Penn State,Ohio State,NA,NA,67,79,2024-01-20
401596852,George Washington,Massachusetts,NA,NA,67,81,2024-01-20
401587703,Robert Morris,IUPUI,NA,NA,80,63,2024-01-20
401601234,Winthrop,Gardner-Webb,NA,NA,74,79,2024-01-20
401597939,San Diego State,Boise State,NA,NA,66,67,2024-01-20
401597137,South Carolina,Arkansas,NA,NA,77,64,2024-01-20
401596853,Loyola Chicago,Fordham,NA,NA,65,61,2024-01-20
401587917,The Citadel,VMI,NA,NA,63,70,2024-01-20
401581199,New Hampshire,UMBC,NA,NA,64,58,2024-01-20
401580053,Denver,North Dakota,NA,NA,78,92,2024-01-20
401580055,Kansas City,Omaha,NA,NA,74,72,2024-01-20
401598594,Army,Navy,NA,NA,53,57,2024-01-20
401602089,Rice,Temple,NA,NA,69,66,2024-01-20
401601853,Illinois State,Missouri State,NA,NA,69,60,2024-01-20
401601851,Belmont,Bradley,NA,NA,72,95,2024-01-20
401601236,South Carolina Upstate,Radford,NA,NA,61,64,2024-01-20
401600679,William & Mary,North Carolina A&T,NA,NA,69,76,2024-01-20
401600677,Hampton,Monmouth,NA,NA,77,85,2024-01-20
401600676,Delaware,Drexel,NA,NA,67,86,2024-01-20
401597968,Boston University,Colgate,NA,NA,59,75,2024-01-20
401596850,St. Bonaventure,George Mason,NA,NA,60,69,2024-01-20
401594513,Loyola Maryland,Holy Cross,NA,NA,78,86,2024-01-20
401594490,Bucknell,Lafayette,NA,NA,72,75,2024-01-20
401588648,Western Michigan,Bowling Green,NA,NA,79,84,2024-01-20
401588647,Miami (OH),Ball State,NA,NA,87,80,2024-01-20
401587918,Western Carolina,Furman,NA,NA,62,65,2024-01-20
401587700,Purdue Fort Wayne,Cleveland State,NA,NA,68,75,2024-01-20
401587192,Yale,Dartmouth,NA,NA,76,51,2024-01-20
401587175,Princeton,Columbia,NA,NA,70,62,2024-01-20
401581198,Maine,NJIT,NA,NA,70,64,2024-01-20
401581197,UMass Lowell,Binghamton,NA,NA,80,60,2024-01-20
401580054,South Dakota State,South Dakota,NA,NA,55,73,2024-01-20
401580052,Oral Roberts,North Dakota State,NA,NA,67,72,2024-01-20
401577669,Cornell,Brown,NA,NA,84,83,2024-01-20
401607389,USC,Arizona State,NA,NA,67,82,2024-01-20
401600341,Northwestern,Nebraska,NA,NA,69,75,2024-01-20
401596849,Duquesne,Saint Joseph's,NA,NA,69,71,2024-01-20
401602090,East Carolina,UAB,NA,NA,61,69,2024-01-20
401602088,Tulsa,SMU,NA,NA,70,103,2024-01-20
401601235,Presbyterian,Longwood,NA,NA,70,80,2024-01-20
401581647,Georgia State,Georgia Southern,NA,NA,70,86,2024-01-20
401574514,Kennesaw State,Jacksonville,NA,NA,83,79,2024-01-20
401597140,Vanderbilt,Mississippi State,NA,NA,55,68,2024-01-20
401581714,Troy,Southern Miss,NA,NA,63,64,2024-01-20
401606749,North Carolina Central,South Carolina State,NA,NA,68,71,2024-01-20
401604426,Maryland-Eastern Shore,Delaware State,NA,NA,63,67,2024-01-20
401604287,Southern,Grambling,NA,NA,62,79,2024-01-20
401604137,Clemson,Florida State,NA,NA,78,67,2024-01-20
401602349,Texas Southern,Alcorn State,NA,NA,72,61,2024-01-20
401602087,North Texas,Charlotte,NA,NA,44,56,2024-01-20
401601855,UIC,Valparaiso,NA,NA,77,84,2024-01-20
401600674,Campbell,Towson,NA,NA,43,77,2024-01-20
401599495,DePaul,Butler,NA,NA,60,74,2024-01-20
401598904,Florida A&M,Arkansas-Pine Bluff,NA,NA,97,99,2024-01-20
401597139,Texas A&M,LSU,NA,NA,73,69,2024-01-20
401596851,Richmond,Davidson,NA,NA,69,64,2024-01-20
401594447,New Mexico,Air Force,NA,NA,85,66,2024-01-20
401594408,Norfolk State,Howard,NA,NA,65,61,2024-01-20
401588645,Eastern Michigan,Ohio,NA,NA,67,85,2024-01-20
401587915,Wofford,UNC Greensboro,NA,NA,59,82,2024-01-20
401587704,Youngstown State,Detroit Mercy,NA,NA,105,64,2024-01-20
401581679,Louisiana,South Alabama,NA,NA,88,79,2024-01-20
401574080,UT Arlington,Abilene Christian,NA,NA,67,78,2024-01-20
401574079,Utah Tech,Utah Valley,NA,NA,71,84,2024-01-20
401573506,Cal State Fullerton,UC Santa Barbara,NA,NA,73,69,2024-01-20
401573410,Sacramento State,Northern Arizona,NA,NA,61,70,2024-01-20
401589741,Morgan State,Coppin State,NA,NA,89,86,2024-01-20
401587283,Tennessee State,Western Illinois,NA,NA,58,57,2024-01-20
401587281,Morehead State,Southern Indiana,NA,NA,81,70,2024-01-20
401587280,Eastern Illinois,Lindenwood,NA,NA,78,68,2024-01-20
401581499,Coastal Carolina,Appalachian State,NA,NA,59,88,2024-01-20
401579078,Texas A&M-Commerce,SE Louisiana,NA,NA,68,52,2024-01-20
401579057,Nicholls,Texas A&M-Corpus Christi,NA,NA,59,69,2024-01-20
401578968,Lamar,Houston Christian,NA,NA,77,78,2024-01-20
