date,game_id,home,away
2009-11-22,293260066,Iowa State,Mississippi Valley State
2009-11-22,293260077,Northwestern,Tennessee State
2009-11-22,293260084,Indiana,George Mason
2009-11-22,293260087,Notre Dame,Liberty
2009-11-22,293260097,Louisville,Morgan State
2009-11-22,293260104,Boston University,Georgia Tech
2009-11-22,293260127,Michigan State,Valparaiso
2009-11-22,293260145,Ole Miss,Villanova
2009-11-22,293260164,Rutgers,Vermont
2009-11-22,293260167,New Mexico,Miami (OH)
2009-11-22,293260213,Davidson,Penn State
2009-11-22,293260239,Baylor,Hardin-Simmons
2009-11-22,293260257,Richmond,Chattanooga
2009-11-22,293260305,Tennessee,DePaul
2009-11-22,293260350,South Florida,UNC Wilmington
2009-11-22,293262174,Detroit Mercy,Alcorn State
2009-11-22,293262229,Florida International,James Madison
2009-11-22,293262306,Kansas State,Dayton
2009-11-22,293262309,Kent State,Rochester College
2009-11-22,293262348,Nicholls,Louisiana Tech
2009-11-22,293262379,Maryland-Eastern Shore,The Citadel
2009-11-22,293262428,North Carolina Central,Murray State
2009-11-22,293262459,Northern Illinois,SE Missouri St
2009-11-22,293262579,South Carolina,Miami
2009-11-22,293262603,Purdue,Saint Joseph's
2009-11-22,293262623,Missouri State,Eastern Michigan
2009-11-22,293262655,La Salle,Tulane
2009-11-22,293270227,Rhode Island,Holy Cross
2009-11-22,293272547,Seattle,Weber State
