number,name,position,height,weight,class,hometown,player_image
0,Demarcus Sharp,G,"6' 3""",173 lbs,SR,"Charleston, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703973.png
1,Isiaih Mosley,G,"6' 5""",194 lbs,JR,"Columbia, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432879.png
2,Elijah Bridgers,G,"6' 2""",172 lbs,SO,"Springfield, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703974.png
3,Isaac Haney,G,"6' 2""",176 lbs,FR,"Springfield, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897477.png
4,Ja'Monta Black,G,"6' 4""",202 lbs,JR,"Columbia, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592709.png
5,Donovan Clay,G,"6' 8""",223 lbs,JR,"Alton, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592730.png
11,Raphe Ayres,G,"6' 5""",205 lbs,SO,"Arlington, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703976.png
12,Jaylen Minnett,G,"6' 1""",182 lbs,SR,"Terre Haute, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279244.png
13,Melvyn Ebonkoli,F,"6' 7""",229 lbs,SO,"Trappes, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703977.png
20,Nic Tata,F,"6' 10""",263 lbs,SR,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703978.png
25,Lu'Cye Patterson,G,"6' 1""",209 lbs,SO,"Minneapolis, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703979.png
33,Dawson Carper,C,"7' 0""",255 lbs,SR,"Colorado Springs, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397464.png
44,Gaige Prim,F,"6' 9""",235 lbs,SR,"Aurora, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592711.png
55,Skylar Wicks,G,"6' 5""",186 lbs,SO,"Jersey City, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703980.png
