number,name,position,height,weight,class,hometown,player_image
1,Ian Motta,F,"6' 6""",196 lbs,FR,"Allen, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897910.png
3,Malachi Rhodes,F,"6' 8""",233 lbs,JR,"Marietta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433064.png
5,Elvin Edmonds IV,G,"6' 2""",184 lbs,FR,"Hopewell, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897911.png
10,Andrew Funk,G,"6' 5""",188 lbs,SR,"Warrington, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397650.png
11,Josh Adoh,G,"6' 3""",206 lbs,SO,"Bellflower, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702498.png
12,Brock Newton,F,"6' 7""",200 lbs,FR,"Fergus, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897912.png
13,Josh Bascoe,G,"6' 0""",180 lbs,FR,"Milton, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897913.png
21,Xander Rice,G,"6' 3""",185 lbs,JR,"West Long Branch, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593080.png
23,Andre Screen,C,"7' 0""",251 lbs,SO,"Alexandria, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702499.png
25,Alek Delev,G,"6' 0""",140 lbs,SO,"Sofia, Bulgaria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702500.png
32,Jake van der Heijden,F,"6' 9""",218 lbs,JR,"Raleigh, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593081.png
40,Alex Timmerman,C,"6' 9""",265 lbs,JR,"Crystal Lake, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593082.png
