number,name,position,height,weight,class,hometown,player_image
0,Souley Boum,G,"6' 3""",165 lbs,JR,"Oakland, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280244.png
1,Tydus Verhoeven,F,"6' 9""",225 lbs,JR,"Manteca, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278488.png
2,Christian Agnew,G,"6' 2""",187 lbs,JR,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396762.png
3,Keonte Kennedy,G,"6' 5""",185 lbs,SO,"Austin, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397137.png
4,Kezza Giffa,G,"6' 2""",--,FR,"Paris, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897575.png
5,Emmanuel White,G,"6' 5""",178 lbs,JR,"Katy, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703079.png
11,Bonke Maring,F,"6' 10""",--,SO,"Cypress, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897576.png
12,Jamari Sibley,F,"6' 8""",200 lbs,FR,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433168.png
13,Cam Clardy,G,"6' 1""",183 lbs,FR,"Cypress, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703080.png
15,Alfred Hollins,F,"6' 6""",205 lbs,SR,"San Francisco, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278515.png
20,Kevin Kalu,F,"6' 9""",--,FR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897577.png
21,Ze'Rik Onyema,F,"6' 8""",217 lbs,FR,"San Antonio, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703082.png
23,Jorell Saterfield,G,"6' 4""",--,SO,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897578.png
24,Jamal Bieniemy,G,"6' 5""",185 lbs,JR,"New Orleans, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397027.png
33,Gilles Dekoninck,F,"6' 6""",213 lbs,JR,"Diest, Belgium",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278667.png
