number,name,position,height,weight,class,hometown,player_image
0,Mike Mensah,G,"6' 5""",205 lbs,SR,"Inglewood, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704096.png
1,Donchevell Nugent,G,"6' 0""",178 lbs,SR,"Newburgh, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704097.png
2,Chace Davis,G,"6' 3""",180 lbs,FR,"Accokeek, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898269.png
3,Zion Styles,G,"6' 3""",190 lbs,SR,"Uniondale, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704099.png
4,Kevon Voyles,G,"6' 3""",181 lbs,JR,"Cape Charles, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593380.png
5,Da'Shawn Phillip,G,"6' 5""",172 lbs,JR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593381.png
10,Lamont Sanders,G,"6' 0""",165 lbs,JR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898270.png
11,Kohen Thompson,F,"6' 7""",205 lbs,JR,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898271.png
13,Mayowa Akinsanya,F,"6' 7""",225 lbs,SR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704101.png
15,Glen Anderson,PG,"5' 7""",--,JR,"Harlem, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4916828.png
21,Marko Milivojevic,F,"6' 10""",240 lbs,FR,"Oakville, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898272.png
22,Nathaniel Pollard Jr.,F,"6' 5""",225 lbs,SR,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704102.png
23,Dom London,G,"6' 1""",170 lbs,JR,"Christiana, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700872.png
