number,name,position,height,weight,class,hometown,player_image
0,Chanse Robinson,G,"6' 1""",175 lbs,FR,"Grambling, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433101.png
1,Cam Christon,G,"6' 6""",190 lbs,SR,"Allen, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278638.png
2,Zahad Munford,G,"6' 3""",170 lbs,JR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594070.png
3,Danya Kingsby,G,"6' 1""",175 lbs,SR,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396976.png
4,A'mari McCray,F,"6' 10""",260 lbs,SR,"Ruston, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397673.png
5,Tra'Michael Moton,G,"6' 1""",170 lbs,JR,"Shreveport, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594071.png
10,Shawndarius Cowart,G,"6' 3""",180 lbs,JR,"Pensacola, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702762.png
12,Eric Parrish,G,"6' 6""",195 lbs,SR,"Cypress, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4610342.png
14,A.J. Taylor,F,"6' 8""",210 lbs,JR,"Davenport, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592327.png
21,Terreon Randolph,F,"6' 8""",220 lbs,SR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594073.png
22,Prince Moss,G,"6' 7""",180 lbs,SR,"Bessemer, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280109.png
23,Quintin Murrell,G,"6' 4""",175 lbs,FR,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897846.png
24,Terrence Lewis,G,"6' 6""",205 lbs,SR,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277888.png
30,Payton Parrish,G,"6' 0""",180 lbs,FR,"Milwaukee, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897847.png
32,Malik Lamin,F,"6' 11""",235 lbs,FR,"Champlin, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897848.png
33,Tyson Duncan,G,"6' 0""",160 lbs,SO,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897849.png
