number,name,position,height,weight,class,hometown,player_image
0,Mikey West,G,"6' 0""",170 lbs,FR,"Waterbury, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702550.png
1,Collins Joseph,G,"6' 0""",160 lbs,SR,"Clayton, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398249.png
2,Jakolby Long,F,"6' 5""",215 lbs,SR,"Oklahoma City, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066295.png
3,Marcus Garrett,G,"6' 1""",195 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703258.png
4,Kendall Bean,G,"6' 1""",195 lbs,SO,"Port Orange, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702552.png
5,Damani McEntire,G,"6' 4""",190 lbs,JR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592639.png
10,Shakur Poteat,G,"6' 1""",175 lbs,FR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702553.png
11,Aaron Jasper,G,"6' 2""",185 lbs,FR,"Clinton, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4899525.png
12,Kevin Davis,F,"6' 5""",180 lbs,SR,"Portsmouth, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4899526.png
13,Calvin Poulina,F,"6' 7""",250 lbs,JR,"Oegstgeest, Netherlands",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395882.png
15,Matthew Mondesir,G,"6' 5""",210 lbs,JR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278266.png
21,Jonathan Bolden,F,"6' 6""",215 lbs,SR,"Harvest, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702632.png
22,Dylan Robertson,C,"6' 9""",205 lbs,SR,"Tuscaloosa, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703682.png
23,Quavon Blackwood,G,"6' 0""",198 lbs,JR,"Hyattsville, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705892.png
30,Joe French,G,"6' 4""",180 lbs,SO,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592996.png
32,Jon Brown,G,"6' 6""",195 lbs,SR,"Miami, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277873.png
