number,name,position,height,weight,class,hometown,player_image
0,AJ Burgin,G,"6' 4""",200 lbs,FR,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897897.png
1,Liam Sorensen,G,"6' 4""",205 lbs,FR,"Aarhus, Denmark",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701579.png
2,Tarik Cool,G,"6' 4""",180 lbs,SR,"Chandler, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592593.png
3,Malik Porter,F,"6' 5""",215 lbs,SR,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592594.png
4,Emmit Taylor III,G,"6' 4""",195 lbs,JR,"Lapwai, ID",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701580.png
5,Austin Smellie,G,"6' 5""",195 lbs,JR,"Preston, ID",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397289.png
10,Tommy Ball,G,"6' 0""",175 lbs,FR,"El Dorado Hills, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701581.png
12,James Carlson,F,"6' 9""",215 lbs,JR,"Coeur d'Alene, ID",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701582.png
13,Daxton Carr,F,"6' 7""",215 lbs,SO,"Pocatello, ID",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397362.png
14,Kyle Karstetter,F,"6' 7""",210 lbs,FR,"Moses Lake, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4586321.png
20,Robert Ford III,G,"6' 0""",185 lbs,JR,"Portland, OR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701583.png
22,Jared Rodriguez,F,"6' 8""",215 lbs,JR,"Glendale, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278606.png
24,Pablo Tamba,G,"6' 6""",200 lbs,FR,"Malaga, Spain",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897898.png
25,Brayden Parker,C,"6' 8""",250 lbs,SO,"Preston, ID",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592600.png
32,Zach Visentin,C,"6' 9""",260 lbs,FR,"Springville, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4585870.png
34,Gedeon Buzangu,C,"6' 8""",230 lbs,JR,"Kinshasa, Congo",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701587.png
44,Louis Stormark,F,"6' 8""",240 lbs,FR,"Hillerod, Denmark",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897899.png
