number,name,position,height,weight,class,hometown,player_image
0,Kane Milling,G,"6' 4""",180 lbs,SO,"Nantes, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593062.png
1,Patrick Lambey,F,"6' 5""",190 lbs,JR,"Granite Bay, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897672.png
2,Caleb McGill,F,"6' 8""",215 lbs,FR,"Aurora, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702346.png
3,Aaron Murphy,F,"6' 6""",225 lbs,FR,"Modesto, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432060.png
4,Christian Anigwe,F,"6' 9""",220 lbs,JR,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397396.png
5,Ezra Manjon,G,"5' 11""",170 lbs,SO,"Antioch, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432033.png
10,Leo DeBruhl,G,"6' 2""",190 lbs,FR,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897673.png
11,Caleb Fuller,G,"6' 5""",210 lbs,JR,"Ipswich, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397580.png
20,B.J. Shaw,G,"6' 6""",195 lbs,SO,"Oakland, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397581.png
22,Sione Lose,G,"6' 4""",170 lbs,FR,"Sacramento, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897674.png
23,Cameron Niles,G,"6' 5""",195 lbs,FR,"Fair Oaks, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897675.png
24,Ade Adebayo,G,"6' 5""",205 lbs,SO,"London, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592953.png
30,Cameron Ba,G,"6' 3""",180 lbs,SO,"Alameda, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397582.png
40,Elijah Pepper,G,"6' 4""",200 lbs,SO,"Selah, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432077.png
55,Francesco Borra,F,"6' 11""",255 lbs,FR,"Moncalieri, Italy",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702344.png
