number,name,position,height,weight,class,hometown,player_image
0,Evan Williams,F,"6' 7""",220 lbs,SO,"Murphy, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702968.png
1,Matt Harshany,G,"6' 0""",180 lbs,SR,"Pace, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397936.png
2,Marcus Filien,F,"6' 7""",210 lbs,JR,"Rensselaer, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593307.png
3,Ryan Kiachian,F,"6' 10""",220 lbs,FR,"Los Altos Hills, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898216.png
4,Greg Dolan,G,"6' 3""",175 lbs,JR,"Williamsville, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593308.png
5,Nazir Williams,G,"6' 3""",190 lbs,FR,"Nyack, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898217.png
10,Chuks Uzoka,F,"6' 6""",209 lbs,JR,"Richmond, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593309.png
12,Kobe Dickson,F,"6' 9""",235 lbs,SR,"Holcomb, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397937.png
13,Sarju Patel,G,"6' 3""",170 lbs,SR,"Daleville, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280104.png
14,Darius Ervin,G,"5' 8""",160 lbs,SO,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702969.png
15,Keller Boothby,F,"6' 7""",190 lbs,SO,"Plano, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702970.png
20,Sean Hansen,F,"6' 9""",220 lbs,SO,"Ramsey, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702971.png
21,Guy Ragland Jr.,F,"6' 8""",230 lbs,FR,"West Hartford, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898218.png
23,Jordan Jones,F,"6' 5""",195 lbs,JR,"Thousand Oaks, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593310.png
24,Max Samberg,G,"6' 3""",190 lbs,SR,"Rye, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397940.png
25,Dean Noll,G,"6' 2""",180 lbs,SR,"Medford, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397941.png
30,Chris Manon,G,"6' 5""",195 lbs,SO,"New Milford, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702972.png
31,Isaiah Gray,G,"6' 3""",210 lbs,SO,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702973.png
33,Chris Cain,F,"6' 8""",220 lbs,FR,"Middletown, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898219.png
