number,name,position,height,weight,class,hometown,player_image
0,Lance Terry,G,"6' 2""",180 lbs,JR,"College Park, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432121.png
1,Julien Soumaoro,G,"5' 11""",165 lbs,FR,"Bronx, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897626.png
2,Jordan Sears,G,"5' 11""",175 lbs,SO,"Daytona Beach, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702063.png
3,Brendan Mykalcio,G,"6' 7""",190 lbs,FR,"New City, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897627.png
4,D'Maurian Williams,G,"6' 5""",195 lbs,SO,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702065.png
5,Ademide Badmus,F,"6' 7""",245 lbs,FR,"Lynn, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897628.png
10,Tyrone Simos-Primerano,G,"6' 7""",190 lbs,SO,"Melbourne, VIC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702064.png
11,Leon Williams,G,"6' 3""",185 lbs,FR,"Cambridge, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897629.png
14,Kareem Reid,F,"6' 9""",205 lbs,JR,"Queens, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592662.png
15,Zion Williams,F,"6' 4""",195 lbs,SR,"Maybrook, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593965.png
23,Anthony Selden,G,"6' 6""",220 lbs,SO,"Boston, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592663.png
24,Ludovic Dufeal,F,"6' 8""",200 lbs,SR,"Saint Joseph, Martinique",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397530.png
25,Sammy Itodo,C,"6' 8""",210 lbs,SO,"Kaduna, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431992.png
31,John Roghelia,F,"6' 2""",185 lbs,JR,"Southport, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897630.png
32,Christian Alexander,C,"6' 8""",240 lbs,SR,"Dorchester, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702060.png
35,Toler Reiff,G,"6' 0""",180 lbs,SO,"Hobe Sound, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702062.png
