number,name,position,height,weight,class,hometown,player_image
0,Lunden Taylor,G,"6' 3""",180 lbs,JR,"Fresno, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702613.png
1,Cameron Brimhall,F,"6' 9""",205 lbs,FR,"Alpine, UT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897683.png
2,Michael Pearson Jr.,G,"5' 9""",160 lbs,FR,"Tracy, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897684.png
3,Justin DeGraaf,F,"6' 7""",210 lbs,FR,"Hudsonville, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897685.png
4,Bryce Pope,G,"6' 3""",185 lbs,SO,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702606.png
5,Fallou Cisse,F,"6' 7""",216 lbs,FR,"Theis, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4699449.png
10,Toni Rocak,F,"6' 8""",220 lbs,SR,"Geneva, Switzerland",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702610.png
11,Matt Gray,F,"6' 8""",225 lbs,JR,"Orange, NSW",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397344.png
12,Justin Pratt,G,"6' 3""",190 lbs,JR,"Lafayette, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702607.png
13,Jake Kosakowski,F,"6' 6""",202 lbs,SO,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702605.png
14,Jake Killingsworth,G,"6' 5""",205 lbs,SR,"San Carlos, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066807.png
20,Vuk Vulikic,G,"6' 5""",205 lbs,SO,"Belgrade, Serbia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703081.png
21,Reed Farley,G,"6' 4""",200 lbs,SR,"La Jolla, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279558.png
22,Jace Roquemore,G,"6' 5""",160 lbs,SO,"Henderson, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702611.png
23,Kaden Rasheed,G,"6' 1""",185 lbs,SR,"Ladera Ranch, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702608.png
24,John Diener,G,"6' 5""",195 lbs,JR,"Cedarburg, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397059.png
33,J'Raan Brooks,F,"6' 9""",215 lbs,JR,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397141.png
35,Francis Nwaokorie,F,"6' 7""",220 lbs,FR,"Brooklyn Park, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897686.png
