number,name,position,height,weight,class,hometown,player_image
0,Isaiah Turner,F,"6' 9""",240 lbs,SO,"Auburndale, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897507.png
1,Tyler Millin,F,"6' 7""",205 lbs,SO,"Calera, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592866.png
2,Deandre Dishman,F,"6' 6""",235 lbs,JR,"Lexington, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067165.png
3,Donovan Sims,G,"6' 1""",160 lbs,SR,"Murfreesboro, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279080.png
4,Justin Bufford,G,"6' 6""",185 lbs,FR,"Selma, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897508.png
5,Eli Lawrence,G,"6' 5""",185 lbs,SO,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432029.png
10,Elias King,G,"6' 8""",200 lbs,SO,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431742.png
11,Josh Jefferson,G,"6' 2""",190 lbs,SR,"New Albany, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397374.png
12,Teafale Lenard,G,"6' 7""",175 lbs,FR,"Snyder, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897509.png
13,Jaellan White,G,"6' 0""",190 lbs,SR,"Murfreesboro, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897510.png
14,Jalen Jordan,G,"6' 3""",160 lbs,JR,"Conyers, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279651.png
15,Christian Fussell,F,"6' 10""",215 lbs,FR,"Decatur, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4590357.png
23,Jared Coleman-Jones,F,"6' 10""",240 lbs,SO,"Hiram, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702730.png
24,Camryn Weston,G,"6' 3""",195 lbs,SO,"Albany, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897511.png
55,Jack Jubenville,G,"6' 0""",170 lbs,FR,"Murfreesboro, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4911126.png
