number,name,position,height,weight,class,hometown,player_image
0,Anthony Harris,G,"6' 4""",195 lbs,SO,"Woodbridge, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592208.png
1,Leaky Black,G,"6' 8""",200 lbs,SR,"Concord, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395650.png
2,Caleb Love,G,"6' 4""",195 lbs,SO,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433144.png
3,Dontrez Styles,G,"6' 6""",210 lbs,FR,"Kinston, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4611413.png
4,R.J. Davis,G,"6' 0""",175 lbs,SO,"White Plains, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433176.png
5,Armando Bacot,F,"6' 10""",240 lbs,JR,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431674.png
11,D'Marco Dunn,G,"6' 4""",185 lbs,FR,"Tucson, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683638.png
13,Dawson Garcia,F,"6' 11""",235 lbs,SO,"Prior Lake, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432188.png
14,Puff Johnson,G,"6' 8""",205 lbs,SO,"Moon Township, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701846.png
15,Rob Landry,G,"6' 4""",185 lbs,SO,"Greensboro, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4902259.png
21,Will Shaver,F,"6' 10""",265 lbs,FR,"Birmingham, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4914707.png
22,Justin McKoy,F,"6' 8""",220 lbs,JR,"Raleigh, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432058.png
24,Kerwin Walton,G,"6' 5""",210 lbs,SO,"Hopkins, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4567079.png
25,Creighton Lebo,G,"6' 1""",170 lbs,SO,"Greenville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701847.png
30,Jackson Watkins,G,"6' 1""",180 lbs,JR,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4902260.png
34,Duwe Farris,F,"6' 6""",215 lbs,JR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701848.png
35,Ryan McAdoo,F,"6' 5""",210 lbs,SR,"Boca Raton, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278388.png
45,Brady Manek,F,"6' 9""",230 lbs,SR,"Harrah, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277902.png
