number,name,position,height,weight,class,hometown,player_image
1,Bryan Antoine,G,"6' 5""",180 lbs,JR,"Tinton Falls, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432814.png
2,Collin Gillespie,G,"6' 3""",195 lbs,SR,"Huntingdon Valley, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278585.png
3,Brandon Slater,F,"6' 7""",220 lbs,SR,"Centerville, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397133.png
4,Chris Arcidiacono,G,"6' 5""",200 lbs,JR,"Langhorne, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592490.png
5,Justin Moore,G,"6' 4""",210 lbs,JR,"Fort Washington, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592491.png
10,Angelo Brizzi,G,"6' 3""",180 lbs,FR,"Warrenton, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684022.png
12,Kevin Voigt,G,"6' 5""",210 lbs,SR,"Massapequa, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702030.png
13,Trey Patterson,F,"6' 9""",220 lbs,JR,"Somerset, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4713885.png
14,Caleb Daniels,G,"6' 4""",210 lbs,SR,"New Orleans, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278373.png
15,Jordan Longino,G,"6' 5""",220 lbs,FR,"Doylestown, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684153.png
21,Dhamir Cosby-Roundtree,F,"6' 9""",250 lbs,SR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278586.png
22,Nnanna Njoku,F,"6' 9""",260 lbs,FR,"Newark, DE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433274.png
23,Jermaine Samuels,F,"6' 7""",230 lbs,SR,"Franklin, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278588.png
43,Eric Dixon,F,"6' 8""",255 lbs,SO,"Willow Grove, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431718.png
