number,name,position,height,weight,class,hometown,player_image
0,Trae English,G,"6' 0""",180 lbs,FR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897337.png
1,T.J. Moss,G,"6' 4""",180 lbs,JR,"Memphis, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396947.png
2,Johnathan Massie,G,"6' 5""",200 lbs,FR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897338.png
3,Collin Warren,G,"6' 4""",200 lbs,SO,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593781.png
5,Myles Lewis,F,"6' 5""",190 lbs,SR,"Herndon, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280102.png
10,Braelon Bush,G,"5' 6""",155 lbs,SO,"Silsbee, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703637.png
11,Trevor Passmore,G,"6' 4""",180 lbs,FR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897339.png
12,Kellon Taylor,F,"6' 6""",215 lbs,SR,"Landover, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066493.png
13,Remy Robert II,G,"6' 3""",195 lbs,JR,"Baton Rouge, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701235.png
14,Caleb Rawls,F,"6' 7""",195 lbs,FR,"Columbia, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897340.png
15,Zach Scott,G,"6' 4""",175 lbs,JR,"Miami, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396689.png
22,Harwin Francois,G,"6' 5""",200 lbs,JR,"Fort Myers, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592723.png
23,Jonathan Lucas,F,"6' 8""",200 lbs,FR,"Jackson, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897341.png
24,Christian Shumate,F,"6' 7""",194 lbs,FR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701228.png
35,Brendan Medley-Bacon,C,"7' 1""",245 lbs,JR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398113.png
50,Shaun Walker,F,"6' 8""",280 lbs,FR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897342.png
