number,name,position,height,weight,class,hometown,player_image
0,Xavion Brown,G,"6' 3""",180 lbs,SO,"Sacramento, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432395.png
1,Justin Forrest,G,"6' 2""",195 lbs,SR,"Decatur, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280137.png
2,Christopher Mantis,F,"6' 7""",185 lbs,FR,"Lowell, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897226.png
4,RJ Duhart,F,"6' 9""",205 lbs,JR,"Boynton Beach, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702600.png
5,Michael Almonacy,G,"6' 0""",180 lbs,SR,"Brentwood, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066766.png
10,Michael Eads Jr.,G,"6' 4""",200 lbs,SO,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702601.png
11,Donovan Gregory,F,"6' 5""",190 lbs,JR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432904.png
12,Andrew Muse,G,"6' 2""",180 lbs,JR,"Winston-Salem, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593852.png
14,Bryant Greene,G,"6' 1""",175 lbs,JR,"Boone, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593853.png
15,CJ Huntley,F,"6' 10""",190 lbs,SO,"Huntersville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702602.png
20,Adrian Delph,G,"6' 3""",185 lbs,SR,"Gastonia, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397415.png
23,Terence Harcum,G,"6' 3""",190 lbs,FR,"Butner, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897227.png
24,Michael Moore,G,"6' 5""",200 lbs,FR,"Bear Creek, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897228.png
25,James Lewis Jr.,F,"6' 8""",215 lbs,SR,"Mount Holly, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280003.png
33,Sasha Glushkov,C,"6' 11""",205 lbs,SO,"Vladivostok, Russia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702603.png
