number,name,position,height,weight,class,hometown,player_image
0,Louis Tang,G,"6' 4""",195 lbs,JR,"Kaohsiung, Taiwan",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593711.png
1,Brennan Watkins,G,"5' 11""",162 lbs,FR,"Kearney, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897364.png
2,Trey Bonham,G,"6' 0""",170 lbs,SO,"Mobile, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703868.png
3,Honor Huff,G,"5' 10""",155 lbs,FR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897365.png
10,Kamdyn Curfman,G,"6' 1""",186 lbs,JR,"North Bethesda, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593713.png
11,Devin Butler,G,"6' 2""",195 lbs,SO,"Ridgeland, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703869.png
12,Lewis Rowe,C,"6' 10""",260 lbs,FR,"Adelaide, SA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897366.png
14,Sam Wolfe,F,"6' 8""",214 lbs,JR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593714.png
15,Cooper Sisco,G,"6' 5""",185 lbs,FR,"Frisco, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897367.png
21,Connor Arnold,F,"6' 7""",206 lbs,SR,"Knoxville, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398256.png
24,Tanner Mans,G,"6' 6""",187 lbs,SO,"Wichita, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703870.png
30,Sean Conway,G,"6' 5""",215 lbs,JR,"Fairfield, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593716.png
34,Jake Stephens,C,"6' 11""",266 lbs,SR,"Bunker Hill, WV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398257.png
35,KC Etienne,C,"6' 8""",225 lbs,FR,"Newburgh, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897368.png
42,DJ Nussbaum,C,"6' 9""",230 lbs,SO,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703872.png
