number,name,position,height,weight,class,hometown,player_image
0,Keshad Johnson,F,"6' 7""",210 lbs,JR,"Oakland, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431786.png
2,Adam Seiko,G,"6' 3""",210 lbs,SR,"Boston, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278704.png
3,Matt Bradley,G,"6' 4""",220 lbs,SR,"San Bernardino, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397049.png
4,Trey Pulliam,G,"6' 3""",180 lbs,SR,"Bryan, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593083.png
5,Lamont Butler,G,"6' 2""",200 lbs,SO,"Moreno Valley, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433183.png
10,Keith Dinwiddie Jr.,G,"6' 0""",185 lbs,SO,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4586026.png
11,Demarshay Johnson Jr.,F,"6' 9""",210 lbs,FR,"Richmond, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897531.png
12,Che Evans,F,"6' 5""",210 lbs,SO,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432358.png
13,Jaedon LeDee,F,"6' 9""",240 lbs,SR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397237.png
14,Cade Alger,F,"6' 9""",190 lbs,SO,"Ripon, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431879.png
20,Chad Baker-Mazara,G,"6' 7""",190 lbs,SO,"Santo Domingo, Dominican Republic",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897532.png
21,Jared Barnett,G,"6' 1""",145 lbs,JR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593084.png
22,Tahirou Diabate,F,"6' 9""",225 lbs,SR,"Bamako, Mali",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280209.png
23,Joshua Tomaic,F,"6' 9""",230 lbs,SR,"Lanzarote, Spain",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066375.png
24,Tyler Broughton,G,"6' 4""",190 lbs,SO,"Ladera Ranch, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702879.png
25,Max Wilson,G,"6' 6""",190 lbs,FR,"Reston, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897533.png
31,Nathan Mensah,F,"6' 10""",230 lbs,SR,"Accra, Ghana",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397371.png
32,Derek Morhar,G,"6' 5""",165 lbs,SO,"Calabasas, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702880.png
33,Aguek Arop,F,"6' 6""",220 lbs,SR,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397368.png
42,Triston Broughton,G,"6' 4""",190 lbs,SO,"Ladera Ranch, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702881.png
