number,name,position,height,weight,class,hometown,player_image
0,D.J. Wilkins,G,"6' 2""",188 lbs,SR,"Merrillville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397350.png
1,Roman Penn,G,"6' 0""",185 lbs,SR,"Calumet City, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279754.png
2,Tremell Murphy,F,"6' 6""",210 lbs,SR,"Griffith, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397346.png
3,Garrett Sturtz,G,"6' 3""",180 lbs,SR,"Newton, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397348.png
4,ShanQuan Hemphill,F,"6' 6""",200 lbs,SR,"Gary, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397747.png
10,Okay Djamgouz,G,"6' 5""",190 lbs,SO,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592679.png
11,Bryceson Burns,G,"6' 5""",195 lbs,SO,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703093.png
12,Tucker Devries,G,"6' 7""",210 lbs,FR,"Waukee, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4837238.png
13,Issa Samake,F,"6' 8""",225 lbs,SO,"Des Moines, IA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592681.png
14,Ayo Akinwole,G,"5' 11""",180 lbs,SR,"Papillion, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279508.png
20,Jonah Jackson,G,"6' 3""",205 lbs,SR,"Merrillville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592680.png
21,Jordan Kwiecinski,F,"6' 9""",205 lbs,SO,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703094.png
24,Nate Ferguson,F,"6' 8""",220 lbs,SO,"Lemont, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432981.png
41,Deven Dahlke,G,"6' 2""",188 lbs,SO,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703095.png
51,Darnell Brodie,F,"6' 10""",275 lbs,SR,"Newark, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397121.png
55,Conor Enright,G,"6' 0""",170 lbs,FR,"Mundelein, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897451.png
