number,name,position,height,weight,class,hometown,player_image
0,Nelly Cummings,G,"6' 0""",180 lbs,SR,"Midland, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279317.png
2,Zach Light,G,"6' 3""",195 lbs,SR,"New York, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398038.png
3,Pearson Parker,G,"6' 1""",185 lbs,JR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593086.png
4,Ryan Moffatt,G,"6' 6""",220 lbs,JR,"Lancaster, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593087.png
5,Nicolas Louis-Jacques,G,"6' 4""",195 lbs,FR,"Miami, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897909.png
13,Jack Ferguson,G,"6' 3""",180 lbs,SR,"Fort Wayne, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280048.png
14,Keegan Records,F,"6' 10""",250 lbs,JR,"South Kingstown, RI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593089.png
15,Tucker Richardson,G,"6' 5""",210 lbs,SR,"Flemington, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398040.png
22,Malcolm Bailey,F,"6' 10""",210 lbs,JR,"Stratford, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593090.png
30,Sam Thomson,F,"6' 9""",230 lbs,SO,"Kitchener, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702501.png
33,Oliver Lynch-Daniels,G,"6' 2""",190 lbs,SR,"Chapel Hill, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278275.png
34,Alex Capitano,G,"6' 4""",200 lbs,SO,"Malvern, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702502.png
35,Blake Henry,F,"6' 8""",225 lbs,SR,"Menlo Park, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593088.png
55,Jeff Woodward,C,"6' 11""",270 lbs,SO,"Audubon, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702503.png
