number,name,position,height,weight,class,hometown,player_image
0,Neal Begovich,F,"6' 9""",230 lbs,SO,"San Francisco, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431890.png
1,Isa Silva,G,"6' 4""",190 lbs,FR,"Sacramento, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433614.png
3,Jarvis Moss,G,"6' 4""",190 lbs,FR,"Concord, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4810226.png
5,Michael O'Connell,G,"6' 2""",190 lbs,SO,"Mineola, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683635.png
10,Max Murrell,F,"6' 9""",225 lbs,SO,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4585601.png
11,Jaiden Delaire,F,"6' 9""",215 lbs,SR,"North Granby, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397112.png
12,Keenan Fitzmorris,C,"7' 0""",235 lbs,JR,"Overland Park, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397113.png
14,Spencer Jones,F,"6' 7""",225 lbs,JR,"Roeland Park, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592427.png
20,Noah Taitz,G,"6' 3""",185 lbs,SO,"Las Vegas, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432398.png
21,Daniel Begovich,G,"6' 5""",215 lbs,SR,"San Francisco, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4603957.png
22,James Keefe,F,"6' 9""",235 lbs,JR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433018.png
23,Brandon Angel,F,"6' 8""",230 lbs,SO,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4590354.png
24,Sam Beskind,G,"6' 4""",190 lbs,JR,"Tucson, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397115.png
32,Lukas Kisunas,F,"6' 10""",265 lbs,SR,"Vilnius, Lithuania",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397116.png
42,Maxime Raynaud,F,"7' 1""",235 lbs,FR,"Paris, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898371.png
55,Harrison Ingram,F,"6' 8""",230 lbs,FR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433618.png
