number,name,position,height,weight,class,hometown,player_image
0,Xavier Johnson,G,"6' 3""",200 lbs,JR,"Woodbridge, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4395669.png
1,Rob Phinisee,G,"6' 1""",187 lbs,JR,"Lafayette, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397010.png
2,Michael Durr,C,"7' 0""",250 lbs,JR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396642.png
3,Anthony Leal,G,"6' 5""",205 lbs,FR,"Bloomington, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4574701.png
4,Khristian Lander,G,"6' 2""",185 lbs,FR,"Evansville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702150.png
5,Michael Shipp,G,"6' 3""",190 lbs,SO,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4597840.png
11,Shaan Burke,G,"6' 5""",185 lbs,FR,"San Diego, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897420.png
12,Miller Kopp,F,"6' 7""",220 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397231.png
14,Nathan Childress,F,"6' 6""",212 lbs,SO,"Zionsville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592611.png
15,Sebastien Scott,G,"6' 2""",185 lbs,FR,"Danville, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702151.png
22,Jordan Geronimo,F,"6' 6""",225 lbs,FR,"Newark, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432512.png
23,Trayce Jackson-Davis,F,"6' 9""",245 lbs,SO,"Greenwood, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431684.png
25,Race Thompson,F,"6' 8""",235 lbs,JR,"Plymouth, MN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277947.png
32,Trey Galloway,G,"6' 4""",200 lbs,FR,"Culver, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432315.png
45,Parker Stewart,G,"6' 5""",202 lbs,JR,"Union City, TN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278013.png
51,Logan Duncomb,C,"6' 9""",234 lbs,FR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4682856.png
53,Tamar Bates,G,"6' 5""",193 lbs,FR,"Kansas City, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683933.png
