number,name,position,height,weight,class,hometown,player_image
0,Hunter Cattoor,G,"6' 3""",200 lbs,JR,"Orlando, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432954.png
1,David N'Guessan,F,"6' 9""",205 lbs,SO,"De Lier, Netherlands",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701984.png
3,Sean Pedulla,G,"6' 1""",190 lbs,FR,"Edmond, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4709131.png
4,Nahiem Alleyne,G,"6' 4""",195 lbs,JR,"Buford, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432934.png
5,Storm Murphy,G,"6' 0""",185 lbs,SR,"Middleton, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280118.png
10,Camden Johnson,G,"6' 1""",175 lbs,FR,"Waxhaw, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897405.png
11,Jalen Haynes,F,"6' 8""",250 lbs,FR,"Fort Lauderdale, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4709151.png
13,Darius Maddox,G,"6' 5""",185 lbs,SO,"Bowie, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432257.png
14,Ben Varga,G,"5' 10""",170 lbs,FR,"Louisville, KY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897406.png
15,Lynn Kidd,C,"6' 10""",240 lbs,SO,"Gainesville, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701224.png
21,John Ojiako,C,"6' 10""",245 lbs,JR,"Lagos, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592425.png
22,Keve Aluma,F,"6' 9""",235 lbs,SR,"Berlin, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280120.png
25,Justyn Mutts,F,"6' 7""",230 lbs,SR,"Millville, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278693.png
