number,name,position,height,weight,class,hometown,player_image
0,Kadary Richmond,G,"6' 6""",200 lbs,SO,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701845.png
1,Bryce Aiken,G,"6' 0""",180 lbs,SR,"Randolph, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066826.png
2,Tray Jackson,F,"6' 10""",210 lbs,JR,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593010.png
4,Tyrese Samuel,F,"6' 10""",230 lbs,JR,"Montreal, PQ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432105.png
10,Alexis Yetna,F,"6' 8""",225 lbs,SR,"Paris, France",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278308.png
14,Jared Rhoden,G,"6' 6""",210 lbs,SR,"Baldwin, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397119.png
15,Jamir Harris,G,"6' 2""",195 lbs,SR,"North Brunswick, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277966.png
20,Brandon Weston,G,"6' 5""",200 lbs,FR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4577803.png
21,Ike Obiagu,C,"7' 2""",265 lbs,SR,"Abuja, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277851.png
22,Myles Cale,G,"6' 6""",210 lbs,SR,"Middletown, DE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278579.png
23,Ryan Conway,G,"6' 1""",180 lbs,FR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683948.png
25,Jahari Long,G,"6' 5""",200 lbs,SO,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433512.png
30,Sylwester Granda,G,"6' 4""",190 lbs,SO,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4706917.png
32,Jo Smith,F,"6' 9""",200 lbs,SO,"Selma, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897417.png
33,Tyler Powell,G,"6' 5""",220 lbs,FR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684146.png
