number,name,position,height,weight,class,hometown,player_image
0,Dexter Dennis,G,"6' 5""",210 lbs,JR,"Baker, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396676.png
1,Tyson Etienne,G,"6' 2""",205 lbs,SO,"Englewood, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432887.png
2,Chaunce Jenkins,G,"6' 4""",180 lbs,FR,"Newport News, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701236.png
3,Craig Porter Jr.,G,"6' 2""",187 lbs,JR,"Terre Haute, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701233.png
4,Ricky Council IV,G,"6' 6""",205 lbs,FR,"Durham, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701234.png
5,Clarence Jackson,F,"6' 7""",225 lbs,SO,"Dublin, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701238.png
10,Jalen Ricks,G,"6' 7""",200 lbs,FR,"Sherwood, AR",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4711900.png
11,Kenny Pohto,F,"6' 11""",235 lbs,FR,"Stockholm, Sweden",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684445.png
12,Steele Gaston-Chapman,G,"6' 1""",185 lbs,FR,"Wichita, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897199.png
15,Isaac Abidde,F,"6' 9""",200 lbs,FR,"Albany, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897200.png
22,Qua Grant,G,"6' 1""",195 lbs,JR,"Desoto, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897201.png
24,Morris Udeze,F,"6' 8""",245 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396681.png
32,Joe Pleasant,F,"6' 7""",230 lbs,JR,"Overland Park, KS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397958.png
