number,name,position,height,weight,class,hometown,player_image
0,Lenell Henry,C,"6' 8""",215 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278645.png
1,Dontrell McQuarter,F,"6' 7""",181 lbs,JR,"Baton Rouge, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705266.png
2,Byron Joshua,G,"5' 11""",160 lbs,FR,"New Orleans, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703131.png
3,Justin Thomas,G,"6' 0""",185 lbs,SR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067394.png
4,Devin Carter,G,"6' 2""",160 lbs,FR,"Edwards, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4899679.png
5,Keondre Montgomery,F,"6' 7""",200 lbs,FR,"Jackson, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432410.png
10,Paul King,G,"6' 0""",179 lbs,SO,"Monroe, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4899680.png
11,Oddyst Walker,G,"6' 2""",185 lbs,JR,"Baton Rouge, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398293.png
12,Dekedran Thorn,G,"6' 4""",187 lbs,JR,"Houston, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594033.png
13,Marco Morency,G,"6' 3""",175 lbs,JR,"Mount Vernon, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702091.png
15,Dominic Brewton,G,"6' 4""",191 lbs,SO,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4594037.png
20,Jordin Farrell,G,"6' 2""",189 lbs,FR,"New Orleans, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4899681.png
21,Ladarius Marshall,F,"6' 7""",228 lbs,JR,"Jackson, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397708.png
22,Sama'Zha Hart,F,"6' 7""",211 lbs,JR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431829.png
24,Mike Pajeaud,G,"6' 1""",180 lbs,FR,"New Orleans, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4899682.png
44,Darrious Agnew,C,"6' 8""",230 lbs,SR,"Starkville, MS",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593690.png
55,Tajah Fraley,G,"6' 4""",195 lbs,JR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703127.png
