number,name,position,height,weight,class,hometown,player_image
0,Javin Etzler,F,"6' 8""",205 lbs,SO,"Convoy, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593443.png
1,Kamari Williams,F,"6' 7""",200 lbs,SO,"Sandy Spring, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592182.png
2,Mekhi Lairy,G,"5' 8""",140 lbs,SR,"Evansville, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397850.png
3,Dae Dae Grant,G,"6' 2""",185 lbs,JR,"Lorain, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593444.png
4,Isaiah Coleman-Lands,G,"6' 0""",165 lbs,SR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279432.png
5,Precious Ayah,F,"6' 6""",235 lbs,SR,"Bayelsa State, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4067388.png
11,James Beck,F,"6' 8""",215 lbs,SR,"Grand Rapids, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279495.png
13,Dalonte Brown,F,"6' 7""",205 lbs,SR,"Toledo, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279435.png
14,Luka Eller,F,"6' 7""",220 lbs,SO,"Mentor, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703548.png
15,Jackson Kenyon,F,"6' 8""",215 lbs,JR,"Deerfield, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898324.png
21,Jackson Ames,C,"6' 11""",255 lbs,SO,"Batavia, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703549.png
22,Myja White,G,"6' 1""",185 lbs,JR,"Terre Haute, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397851.png
24,Marr Avance,G,"6' 1""",178 lbs,FR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898325.png
25,Wil Stevens,G,"6' 5""",185 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898326.png
30,Bryson Tatum,G,"6' 4""",180 lbs,SO,"Urbana, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703550.png
33,Elijah McNamara,F,"6' 9""",205 lbs,SR,"Pickerington, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397853.png
35,Curtis Harrison IV,F,"6' 7""",215 lbs,FR,"Cincinnati, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898327.png
