number,name,position,height,weight,class,hometown,player_image
0,Kyle Duke,G,"6' 4""",185 lbs,FR,"Toronto, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897639.png
1,Jeremy Robinson,F,"6' 5""",215 lbs,JR,"Raleigh, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704088.png
2,David Beatty,G,"6' 2""",200 lbs,SR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278107.png
3,Demetric Horton,G,"6' 5""",200 lbs,JR,"Raleigh, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702944.png
4,Marcus Watson,F,"6' 6""",235 lbs,FR,"Buford, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897640.png
5,Milton Matthews,G,"6' 3""",185 lbs,SO,"District Heights, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704090.png
10,Justin Brooks,G,"6' 1""",185 lbs,SO,"Auburn, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704091.png
11,Tyler Maye,G,"6' 1""",180 lbs,SR,"Farmville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278423.png
12,Justin Whatley,F,"6' 9""",230 lbs,SR,"Chesapeake, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278249.png
13,Kameron Langley,G,"6' 2""",165 lbs,SR,"High Point, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279819.png
14,Harry Morrice,C,"6' 11""",235 lbs,JR,"Warrington, England",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593415.png
20,Chase McDuffie,G,"6' 5""",210 lbs,FR,"Columbia, SC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705165.png
22,Trey Crews,G,"6' 1""",150 lbs,FR,"Durham, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704092.png
23,Ahmad Hamilton,G,"6' 2""",170 lbs,FR,"Durham, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4704093.png
24,Jaylen Jackson,F,"6' 6""",190 lbs,FR,"Atlanta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4705164.png
25,Webster Filmore,F,"6' 7""",225 lbs,SR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398217.png
31,Duncan Powell,F,"6' 8""",225 lbs,FR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4565204.png
33,Jibril McCormick,G,"6' 7""",180 lbs,JR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593414.png
35,Collin Smith,F,"6' 11""",225 lbs,SR,"Jacksonville, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278481.png
55,Blake Harris,G,"6' 3""",190 lbs,SR,"Chapel Hill, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278106.png
