number,name,position,height,weight,class,hometown,player_image
0,Anton Brookshire,G,"6' 1""",170 lbs,FR,"Springfield, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683734.png
1,Amari Davis,G,"6' 2""",175 lbs,JR,"Trotwood, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431937.png
2,Sean Durugordon,F,"6' 5""",210 lbs,FR,"Queens, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4713089.png
4,Javon Pickett,G,"6' 5""",215 lbs,SR,"Belleville, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396954.png
5,Jarron Coleman,G,"6' 5""",210 lbs,JR,"Indianapolis, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397811.png
11,Yaya Keita,F,"6' 8""",240 lbs,FR,"St. Louis, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684461.png
12,DaJuan Gordon,G,"6' 3""",185 lbs,JR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432891.png
13,Kaleb Brown,G,"6' 6""",265 lbs,FR,"Huntsville, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4690766.png
21,Ronnie DeGray III,F,"6' 6""",225 lbs,SO,"Parker, CO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4701128.png
23,Trevon Brazile,F,"6' 9""",215 lbs,FR,"Springfield, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4698719.png
24,Kobe Brown,F,"6' 8""",255 lbs,JR,"Huntsville, AL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431752.png
32,Jordan Wilmore,F,"7' 3""",300 lbs,SO,"Laurel, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433202.png
