number,name,position,height,weight,class,hometown,player_image
1,John-Michael Wright,G,"6' 0""",186 lbs,JR,"Fayetteville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592741.png
2,Jaden House,G,"6' 3""",201 lbs,SO,"Richmond, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702104.png
3,Ahmil Flowers,G,"6' 3""",180 lbs,SO,"Greensboro, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702102.png
4,Alex Holt,F,"6' 8""",245 lbs,SO,"Lexington, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702103.png
5,Bryant Randleman,G,"6' 3""",190 lbs,JR,"Durham, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592743.png
10,Emmanuel Izunabor,F,"6' 8""",217 lbs,JR,"Fayetteville, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431998.png
11,David Caraher,F,"6' 5""",217 lbs,SR,"Chapel Hill, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278271.png
12,Bryson Childress,G,"5' 8""",139 lbs,SO,"Albemarle, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702100.png
22,Rob Peterson III,F,"6' 4""",190 lbs,SR,"Charlotte, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397627.png
23,Brock Williams,G,"5' 10""",171 lbs,FR,"Burlington, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897634.png
24,Caleb Wright,F,"6' 3""",206 lbs,SO,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4706629.png
31,AJ Hoynack,G,"6' 2""",180 lbs,SO,"Miami, FL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4706630.png
32,John-Michael Hughes,G,"6' 0""",181 lbs,SO,"Ligonier, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397628.png
35,Caden Sanchez,F,"6' 6""",236 lbs,SR,"Columbus, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278695.png
42,Jake Koverman,F,"6' 5""",192 lbs,FR,"Severna Park, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897635.png
55,Zack Austin,F,"6' 5""",201 lbs,SO,"Winston-Salem, NC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702099.png
