number,name,position,height,weight,class,hometown,player_image
0,Justin Faison,G,"6' 0""",175 lbs,SR,"Prince George County, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4290752.png
1,Bryce Daley,G,"6' 4""",190 lbs,JR,"Pittsfield, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396565.png
2,Kalil Thomas,G,"6' 5""",190 lbs,JR,"New Orleans, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592912.png
3,Gregory Hammond,G,"6' 6""",210 lbs,JR,"New Orleans, LA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431822.png
4,Ayinde Hikim,G,"5' 11""",179 lbs,SO,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431843.png
5,Connor Withers,F,"6' 7""",195 lbs,JR,"Manassas, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592914.png
10,Max Brooks,F,"6' 7""",205 lbs,SO,"Waldorf, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700953.png
11,Everette Hammond,G,"6' 3""",185 lbs,SR,"Silver Spring, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397833.png
12,Darion Jordan-Thomas,F,"6' 7""",210 lbs,JR,"Brockton, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433017.png
13,Quinton Mincey,G,"6' 7""",195 lbs,SO,"Upper Marlboro, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4567710.png
14,Anthony Blunt,G,"6' 2""",185 lbs,SO,"Crownsville, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700954.png
15,Allin Blunt,F,"6' 7""",205 lbs,SR,"Crownsville, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4396569.png
21,Richie Greaves,G,"6' 1""",178 lbs,SO,"Staten Island, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700955.png
22,Caleb Bates,F,"6' 7""",230 lbs,SO,"Detroit, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4700956.png
23,John Hall,F,"6' 7""",208 lbs,SR,"Philadelphia, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4066996.png
33,Ephraim Acquah,F,"6' 7""",192 lbs,FR,"Hagerstown, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898004.png
