number,name,position,height,weight,class,hometown,player_image
0,Donovan Newby,G,"6' 1""",190 lbs,FR,"Chicago Heights, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702932.png
1,Devon Hancock,G,"6' 3""",190 lbs,FR,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702933.png
2,Jordan Lathon,G,"6' 4""",200 lbs,JR,"Grandview, MO",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397863.png
3,Jasin Sinani,G,"6' 3""",193 lbs,FR,"Oak Creek, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4838557.png
4,DeAndre Gholston,G,"6' 5""",215 lbs,JR,"Gary, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702934.png
5,Markeith Browning II,G,"6' 4""",186 lbs,FR,"Ypsilanti, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4898074.png
11,Vin Baker Jr.,G,"6' 9""",190 lbs,JR,"Old Saybrook, CT",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4277830.png
13,Kyle Ross,F,"6' 6""",215 lbs,FR,"Saint John, IN",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4684300.png
14,Tyler Ellingson,G,"6' 5""",180 lbs,FR,"Menomonee Falls, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593288.png
20,Vincent Miszkiewicz,F,"6' 7""",210 lbs,SO,"Elgin, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593761.png
21,Tafari Simms,F,"6' 7""",212 lbs,JR,"Hamilton, ON",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702936.png
22,Nick Pappas,G,"6' 3""",180 lbs,FR,"Phoenix, AZ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702937.png
23,Patrick Baldwin Jr.,G,"6' 9""",220 lbs,FR,"Sussex, WI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433246.png
24,Josh Thomas,G,"6' 4""",205 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593291.png
33,Moses Bol,C,"7' 1""",225 lbs,SR,"Wau, South Sudan",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593840.png
34,Samba Kane,C,"7' 0""",220 lbs,JR,"Dakar, Senegal",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397005.png
44,Joey St. Pierre,C,"6' 10""",255 lbs,JR,"Spring Grove, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702939.png
