number,name,position,height,weight,class,hometown,player_image
0,Nick Marshall,G,"6' 4""",180 lbs,FR,"Clarksville, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897887.png
1,Veljko Ilic,F,"6' 10""",230 lbs,FR,"Grdelica, Serbia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897888.png
2,Jaylin Andrews,G,"6' 4""",186 lbs,SR,"Owings Mills, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398132.png
3,Wade Jackson,G,"6' 3""",183 lbs,SO,"Washington, DC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4589477.png
4,Alonso Faure,F,"6' 10""",221 lbs,SO,"Busot, Spain",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702520.png
5,Chris Kuzemka,G,"6' 0""",175 lbs,FR,"Clifton, VA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897889.png
10,Golden Dike,F,"6' 10""",248 lbs,JR,"Malaga, Spain",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593122.png
11,Milos Ilic,F,"6' 9""",203 lbs,FR,"Grdelica, Serbia",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897890.png
12,Cam Spencer,G,"6' 4""",207 lbs,JR,"Davidsonville, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4433083.png
13,Markese Redding,F,"6' 6""",201 lbs,SR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4402762.png
21,Charlie Weisberg,G,"6' 3""",185 lbs,FR,"Brooklyn, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897892.png
22,Casmir Ochiaka,F,"6' 8""",235 lbs,SR,"Enugu, Nigeria",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398134.png
23,David Brown III,G,"6' 5""",215 lbs,FR,"La Plata, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897893.png
24,Daraun Gray,G,"5' 11""",177 lbs,JR,"Clarksburg, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593124.png
25,Kenneth Jones,G,"6' 0""",187 lbs,SR,"Hillside, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398136.png
55,Alex Jackson,G,"5' 7""",156 lbs,JR,"Baltimore, MD",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897891.png
