number,name,position,height,weight,class,hometown,player_image
0,Jalen Harris,G,"6' 1""",180 lbs,SR,"Los Angeles, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702482.png
1,Lado Laku,F,"6' 10""",215 lbs,SO,"Dallas, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4703699.png
2,Tray Maddox Jr.,G,"6' 6""",200 lbs,SR,"Novi, MI",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397779.png
3,Latrell Wrightsell Jr.,G,"6' 3""",189 lbs,SO,"Omaha, NE",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702484.png
5,Landis Spivey,G,"6' 5""",170 lbs,SR,"Stockton, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702485.png
11,Damari Milstead,G,"6' 2""",195 lbs,SR,"Oakland, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280171.png
13,Vincent Lee,F,"6' 8""",230 lbs,JR,"Midlothian, TX",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4397342.png
14,Ibrahim Famouke Doumbia,F,"6' 7""",205 lbs,SR,"Bamako, Mali",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4278109.png
21,Dante Maddox Jr.,G,"6' 2""",195 lbs,SO,"Chicago Heights, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702487.png
22,Grayson Carper,G,"6' 6""",190 lbs,JR,"Fresno, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897658.png
23,Tory San Antonio,G,"6' 3""",165 lbs,JR,"Moreno Valley, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432108.png
24,E.J. Anosike,F,"6' 7""",236 lbs,SR,"East Orange, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4279647.png
35,Cameron Carter,G,"6' 2""",180 lbs,JR,"Reno, NV",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4592926.png
